股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,74.5,5,15338321,3067,76.4,73.8,3.52%
1402,遠東新,28.3,4,48207300,9641,29.25,28.0,4.46%
1513,中興電,177.0,5,6846938,1369,185.5,175.0,6.00%
2347,聯強,93.6,4,9089779,1817,96.3,90.9,5.94%
2356,英業達,66.9,4,19170599,3834,69.2,63.1,9.67%
2376,技嘉,337.5,5,5360787,1072,348.5,318.5,9.42%
2377,微星,145.5,5,29464842,5892,147.0,131.5,11.79%
2382,廣達,372.0,5,12695910,2539,376.5,357.0,5.46%
2412,中華電,141.5,5,14250661,2850,145.5,141.0,3.19%
2474,可成,203.0,4,3789051,757,213.0,200.0,6.50%
2504,國產,33.3,5,12969016,2593,34.05,32.3,5.42%
2542,興富發,42.35,5,10212000,2042,43.85,42.2,3.91%
2610,華航,22.55,4,41623988,8324,24.75,22.3,10.99%
2633,台灣高鐵,26.5,5,39355000,7871,26.75,26.0,2.88%
2845,遠東銀,13.0,5,36189740,7237,13.25,12.85,3.11%
2880,華南金,36.7,4,24306516,4861,38.4,36.5,5.21%
2884,玉山金,32.9,4,47627621,9525,35.8,32.8,9.15%
2886,兆豐金,46.15,5,148411439,29682,47.4,44.6,6.28%
2890,永豐金,40.0,5,142897820,28579,40.65,38.95,4.36%
2892,第一金,33.2,5,183782961,36756,33.35,32.1,3.89%
2903,遠百,21.8,5,7735000,1547,23.8,21.55,10.44%
3045,台灣大,118.0,5,18083008,3616,120.5,116.0,3.88%
3231,緯創,159.5,5,31925189,6385,162.0,153.0,5.88%
3293,鈊象,819.0,5,4410000,882,819.0,745.0,9.93%
3596,智易,193.5,5,2855592,571,196.0,181.5,7.99%
3702,大聯大,110.0,4,39776676,7955,113.0,103.5,9.18%
3706,神達,91.3,4,17844000,3568,94.2,83.5,12.81%
4904,遠傳,103.5,5,37936620,7587,110.0,103.0,6.80%
5469,瀚宇博,86.6,4,7713000,1542,94.0,84.6,11.11%
5876,上海商銀,42.4,5,30740000,6148,42.8,41.35,3.51%
8070,長華*,53.4,4,2586748,517,59.4,52.6,12.93%
8112,至上,89.7,4,11462732,2292,97.8,89.7,9.03%
8926,台汽電,74.3,5,7041978,1408,82.2,73.7,11.53%
