排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,41464,163053
2,2610,華航,航運業,上市,13142,134306
3,2618,長榮航,航運業,上市,12818,90732
4,1718,中纖,化學工業,上市,8938,64350
5,1301,台塑,塑膠工業,上市,7101,54708
6,2887,台新金,金融保險業,上市,16952,53838
7,1314,中石化,塑膠工業,上市,19840,48419
8,1802,台玻,玻璃陶瓷,上市,52368,41645
9,5880,合庫金,金融保險業,上市,898,39433
10,2892,第一金,金融保險業,上市,827,37421
11,2801,彰銀,金融保險業,上市,10365,31029
12,1815,富喬,電子零組件業,上櫃,22877,27361
13,2890,永豐金,金融保險業,上市,9763,22523
14,8046,南電,電子零組件業,上市,1580,20100
15,2886,兆豐金,金融保險業,上市,2445,17672
16,2449,京元電子,半導體業,上市,15406,17635
17,2634,漢翔,航運業,上市,20100,17589
18,2377,微星,電腦及週邊設備業,上市,7056,16771
19,2406,國碩,光電業,上市,7446,15771
20,2352,佳世達,電腦及週邊設備業,上市,11906,15441
21,6213,聯茂,電子零組件業,上市,-1295,14907
22,1402,遠東新,紡織纖維,上市,-4071,13384
23,2834,臺企銀,金融保險業,上市,-8094,12615
24,5328,華容,電子零組件業,上櫃,3608,11716
25,6191,精成科,電子零組件業,上市,375,11286
26,1710,東聯,化學工業,上市,8391,10447
27,2356,英業達,電腦及週邊設備業,上市,5889,10335
28,2812,台中銀,金融保險業,上市,3534,10243
29,8033,雷虎,其他業,上市,5416,10067
30,6505,台塑化,油電燃氣業,上市,-199,8450
31,1303,南亞,塑膠工業,上市,10198,8111
32,1312,國喬,塑膠工業,上市,1817,7690
33,2845,遠東銀,金融保險業,上市,-2251,6995
34,8936,國統,其他業,上櫃,5440,6608
35,2633,台灣高鐵,航運業,上市,384,6138
36,2327,國巨,電子零組件業,上市,6626,5834
37,2484,希華,電子零組件業,上市,1761,5778
38,6271,同欣電,半導體業,上市,6446,5445
39,5371,中光電,光電業,上櫃,4312,4831
40,1326,台化,塑膠工業,上市,-3137,4761
41,2472,立隆電,電子零組件業,上市,-1132,4682
42,2458,義隆,半導體業,上市,117,4304
43,1304,台聚,塑膠工業,上市,677,4302
44,2208,台船,航運業,上市,5906,4273
45,2880,華南金,金融保險業,上市,3909,4250
46,6139,亞翔,其他電子業,上市,-1937,4248
47,1229,聯華,食品工業,上市,305,4235
48,2609,陽明,航運業,上市,3161,4144
49,3189,景碩,半導體業,上市,1170,4059
50,6226,光鼎,光電業,上市,-597,3925
