排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,119356,227588
2,2618,長榮航,航運業,上市,-2472,127146
3,1802,台玻,玻璃陶瓷,上市,53700,105113
4,2337,旺宏,半導體業,上市,58731,79387
5,2887,台新金,金融保險業,上市,3402,78340
6,2408,南亞科,半導體業,上市,17519,68784
7,2884,玉山金,金融保險業,上市,17192,66954
8,1301,台塑,塑膠工業,上市,14820,65895
9,2890,永豐金,金融保險業,上市,8529,62870
10,2610,華航,航運業,上市,-3164,60343
11,2883,凱基金,金融保險業,上市,-6111,54715
12,2892,第一金,金融保險業,上市,5085,54090
13,1303,南亞,塑膠工業,上市,-5123,48958
14,1402,遠東新,紡織纖維,上市,3808,48525
15,2303,聯電,半導體業,上市,37434,47756
16,5880,合庫金,金融保險業,上市,-4216,43275
17,1326,台化,塑膠工業,上市,10372,42980
18,2002,中鋼,鋼鐵工業,上市,35692,36307
19,2449,京元電子,半導體業,上市,25812,34562
20,2886,兆豐金,金融保險業,上市,-1229,23429
21,2330,台積電,半導體業,上市,14753,22494
22,2426,鼎元,光電業,上市,6897,22224
23,2881,富邦金,金融保險業,上市,2292,21844
24,2880,華南金,金融保險業,上市,-3095,21750
25,3715,定穎投控,電子零組件業,上市,16162,21730
26,2489,瑞軒,光電業,上市,10780,21344
27,1605,華新,電器電纜,上市,26873,20308
28,6213,聯茂,電子零組件業,上市,13830,20194
29,1314,中石化,塑膠工業,上市,16365,18006
30,2401,凌陽,半導體業,上市,-1674,17236
31,8150,南茂,半導體業,上市,10797,16545
32,3711,日月光投控,半導體業,上市,12086,16500
33,3035,智原,半導體業,上市,8380,16289
34,2845,遠東銀,金融保險業,上市,-2332,16124
35,2388,威盛,半導體業,上市,2511,15818
36,5351,鈺創,半導體業,上櫃,5102,15705
37,2369,菱生,半導體業,上市,9450,15250
38,2867,三商壽,金融保險業,上市,3342,15148
39,5347,世界,半導體業,上櫃,7969,14859
40,2363,矽統,半導體業,上市,9995,12983
41,3707,漢磊,半導體業,上櫃,11196,12895
42,2498,宏達電,通信網路業,上市,9605,12686
43,1815,富喬,電子零組件業,上櫃,12719,12488
44,2340,台亞,半導體業,上市,3783,12431
45,1102,亞泥,水泥工業,上市,2810,12222
46,6269,台郡,電子零組件業,上市,5407,12042
47,3105,穩懋,半導體業,上櫃,3005,10584
48,3019,亞光,光電業,上市,949,10458
49,8261,富鼎,半導體業,上市,811,10263
50,3714,富采,光電業,上市,6886,10245
