股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3652,精聯,2026-06-23,42.5,40.75,-4.12%,5566,956,5.82
3372,典範,2026-06-23,21.9,23.5,7.31%,8830,1926,4.58
6156,松上,2026-06-23,29.2,25.6,-12.33%,9316,2199,4.24
3230,錦明,2026-06-23,34.45,34.45,0.0%,6090,890,6.84
3257,虹冠電,2026-06-23,70.4,73.9,4.97%,9788,2138,4.58
5425,台半,2026-06-23,135.0,134.0,-0.74%,118779,36913,3.22
3317,尼克森,2026-06-23,98.5,92.0,-6.6%,20498,5966,3.44
3360,尚立,2026-06-23,16.95,17.95,5.9%,6739,1532,4.4
3390,旭軟,2026-06-23,30.0,29.95,-0.17%,5273,1749,3.01
6202,盛群,2026-06-23,80.9,70.9,-12.36%,29388,7408,3.97
5371,中光電,2026-06-23,75.5,76.5,1.32%,19900,5041,3.95
5299,杰力,2026-06-23,137.0,130.0,-5.11%,5239,1312,3.99
3588,通嘉,2026-06-23,69.0,69.0,0.0%,5138,933,5.5
3591,艾笛森,2026-06-23,26.55,27.55,3.77%,11598,1891,6.13
4956,光鋐,2026-06-23,40.05,42.75,6.74%,10563,3371,3.13
3675,德微,2026-06-23,445.5,445.5,0.0%,10089,1954,5.16
6168,宏齊,2026-06-23,31.4,34.2,8.92%,20858,6253,3.34
3041,揚智,2026-06-23,32.0,31.2,-2.5%,11710,3711,3.16
2363,矽統,2026-06-23,70.8,65.9,-6.92%,46403,13807,3.36
3031,佰鴻,2026-06-23,30.7,32.05,4.4%,7318,2418,3.03
8255,朋程,2026-06-23,217.5,199.5,-8.28%,12779,3802,3.36
8054,安國,2026-06-23,119.5,124.5,4.18%,12899,2600,4.96
8040,九暘,2026-06-23,107.0,114.0,6.54%,8173,2477,3.3
2061,風青,2026-06-23,59.9,58.0,-3.17%,9502,2799,3.4
6684,安格,2026-06-23,61.0,60.5,-0.82%,5396,721,7.48
6525,捷敏-KY,2026-06-23,153.5,170.5,11.07%,10988,3498,3.14
4923,力士,2026-06-23,64.3,63.3,-1.56%,7316,2217,3.3
6275,元山,2026-06-23,53.0,53.0,0.0%,5965,1059,5.63
2492,華新科,2026-06-23,645.0,577.0,-10.54%,39042,10937,3.57
6243,迅杰,2026-06-23,40.5,41.5,2.47%,6327,731,8.66
6218,豪勉,2026-06-23,36.6,40.1,9.56%,5136,1694,3.03
6603,富強鑫,2026-06-22,25.75,24.3,-5.63%,5964,1958,3.05
6271,同欣電,2026-06-22,256.5,244.5,-4.68%,27332,8973,3.05
6208,日揚,2026-06-22,108.5,100.5,-7.37%,5021,1610,3.12
4904,遠傳,2026-06-22,108.0,107.0,-0.93%,43158,14016,3.08
8444,綠河-KY,2026-06-22,4.99,5.51,10.42%,10038,552,18.18
1310,台苯,2026-06-22,9.6,9.73,1.35%,19401,6227,3.12
1905,華紙,2026-06-22,18.8,16.75,-10.9%,73132,15057,4.86
3484,崧騰,2026-06-22,56.0,52.0,-7.14%,7290,1067,6.83
3094,聯傑,2026-06-22,40.2,41.15,2.36%,10181,3392,3.0
2332,友訊,2026-06-22,20.8,18.35,-11.78%,62717,12279,5.11
3715,定穎投控,2026-06-22,182.5,180.0,-1.37%,38842,12286,3.16
2634,漢翔,2026-06-22,48.1,49.7,3.33%,19052,5163,3.69
4904,遠傳,2026-06-18,110.5,107.0,-3.17%,42315,12271,3.45
2458,義隆,2026-06-18,159.5,166.0,4.08%,14910,4043,3.69
1905,華紙,2026-06-18,15.95,16.75,5.02%,44217,11539,3.83
2002,中鋼,2026-06-18,18.8,19.2,2.13%,387667,102638,3.78
6919,康霈*,2026-06-18,99.2,108.0,8.87%,53934,7438,7.25
6742,澤米,2026-06-18,68.1,70.9,4.11%,18058,3825,4.72
2207,和泰車,2026-06-18,460.0,485.0,5.43%,8781,1626,5.4
6668,中揚光,2026-06-18,46.9,42.5,-9.38%,6827,2001,3.41
2302,麗正,2026-06-18,45.5,45.65,0.33%,30436,8953,3.4
2838,聯邦銀,2026-06-18,22.6,22.75,0.66%,7573,2520,3.0
2492,華新科,2026-06-18,537.0,577.0,7.45%,68149,8815,7.73
6208,日揚,2026-06-18,94.0,100.5,6.91%,5947,1512,3.93
2915,潤泰全,2026-06-18,52.4,52.8,0.76%,25797,5066,5.09
3041,揚智,2026-06-18,29.0,31.2,7.59%,13516,3214,4.2
6182,合晶,2026-06-18,119.5,114.5,-4.18%,115199,36167,3.19
6177,達麗,2026-06-18,48.85,45.9,-6.04%,8039,2618,3.07
3060,銘異,2026-06-18,37.75,39.45,4.5%,22559,6958,3.24
3312,弘憶股,2026-06-18,61.2,63.2,3.27%,22887,7568,3.02
3484,崧騰,2026-06-18,51.7,52.0,0.58%,5412,723,7.48
4976,佳凌,2026-06-18,44.6,39.15,-12.22%,18480,4576,4.04
1301,台塑,2026-06-18,48.4,49.55,2.38%,188508,39891,4.73
