排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軍工_航太製造與維修,1.9,100.0,6/6,0.71,0.56,-0.01,-0.02
2,記憶體封裝與測試,4.84,100.0,4/4,46.82,66.12,-3.32,-0.6
3,銀,3.33,75.0,3/4,-1.29,-45.88,0.41,3.03
4,記憶體製造,1.88,75.0,3/4,354.94,558.02,6.92,25.43
5,被動元件,3.7,68.42,13/19,-36.25,100.81,-2.48,16.41
6,金融,1.96,63.16,12/19,-27.35,47.92,0.33,-0.15
7,塑膠,1.69,61.11,11/18,-27.35,47.91,0.33,-0.15
8,造紙,0.15,57.14,4/7,0.35,-0.24,0.0,0.0
9,記憶體模組,1.45,57.14,4/7,38.19,-55.11,-3.79,-19.48
10,紡織,1.56,55.0,11/20,7.13,-10.87,-7.17,-14.67
11,航運,0.2,46.67,7/15,-23.2,-75.16,33.74,79.91
12,記憶體控制IC,-1.13,40.0,2/5,-1.49,15.9,0.02,-0.12
13,無塵室與機電工程,-1.95,40.0,2/5,-2.13,28.86,9.77,32.02
14,軟體設計,-0.51,33.33,5/15,0.87,-0.11,-0.02,-0.04
15,軍工_無人機相關,-0.79,33.33,3/9,-35.64,162.53,-26.89,-111.78
16,IC設計,-2.81,30.77,4/13,13.23,216.76,-47.95,-159.2
17,化學,-0.62,30.0,6/20,-32.04,25.03,-6.41,-14.14
18,半導體設備,-0.69,28.57,2/7,-18.15,-32.91,0.64,4.18
19,廠務系統與水處理,0.5,28.57,2/7,2.24,4.49,-0.01,-0.01
20,BBU_電池模組,-1.77,28.57,2/7,-0.54,28.48,-1.22,-1.39
21,TPU_光通訊與連接器,-5.22,25.0,1/4,-25.78,-2.87,-14.88,3.05
22,網通設備組件,-2.12,25.0,5/20,-83.41,198.71,-36.68,-50.25
23,TPU_散熱,-2.39,25.0,1/4,-0.93,44.98,-5.09,13.63
24,電池或電源,-1.82,20.0,4/20,-82.08,82.96,-6.9,17.33
25,工業自動化與機器人,-3.29,14.29,1/7,-7.51,-6.66,0.0,1.63
26,低軌衛星,-2.68,14.29,1/7,-108.54,-159.17,-10.16,-23.46
27,玻璃,-3.33,13.33,2/15,-16.94,63.0,26.14,98.25
28,電器電纜,-2.05,10.0,1/10,-16.26,-23.56,-2.09,-4.83
29,機器人,-3.97,7.14,1/14,-51.65,92.47,-2.9,8.86
30,鋼鐵,-0.55,6.67,1/15,5.62,-12.15,2.43,1.48
31,PCB,-4.18,6.67,1/15,-154.25,-14.26,-12.09,41.14
32,BBU_電源供應器與整合,-3.09,0.0,0/5,-66.86,78.58,-3.18,21.68
33,CPO_先進封裝測試,-3.67,0.0,0/5,4.55,12.04,-11.11,-16.38
34,CPO_光通訊,-5.8,0.0,0/6,-17.55,-41.14,-17.34,-5.89
35,光學元件或組裝,-3.11,0.0,0/15,-15.06,-52.46,-13.19,17.75
36,TPU_伺服器主板與印刷電路板,-4.56,0.0,0/5,-1.13,130.59,0.32,46.27
37,銅,-3.59,0.0,0/10,-63.95,42.46,21.68,52.51
