排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,73723,287092
2,2344,華邦電,半導體業,上市,38293,211442
3,2317,鴻海,其他電子業,上市,19684,111463
4,1303,南亞,塑膠工業,上市,44408,104847
5,2303,聯電,半導體業,上市,38653,102388
6,1802,台玻,玻璃陶瓷,上市,-4836,80371
7,3231,緯創,電腦及週邊設備業,上市,2795,75962
8,2324,仁寶,電腦及週邊設備業,上市,7861,74024
9,2312,金寶,其他電子業,上市,-48886,62861
10,1717,長興,化學工業,上市,9255,59827
11,1605,華新,電器電纜,上市,834,56255
12,2881,富邦金,金融保險業,上市,20174,53435
13,6282,康舒,電子零組件業,上市,-19172,41185
14,6182,合晶,半導體業,上櫃,5633,40112
15,3481,群創,光電業,上市,70520,37521
16,2609,陽明,航運業,上市,12784,36281
17,6116,彩晶,光電業,上市,-15871,33032
18,2353,宏碁,電腦及週邊設備業,上市,2793,32661
19,2369,菱生,半導體業,上市,-4826,32419
20,2891,中信金,金融保險業,上市,13069,30199
21,2489,瑞軒,光電業,上市,-12249,28687
22,2882,國泰金,金融保險業,上市,4090,28096
23,2027,大成鋼,鋼鐵工業,上市,10269,28031
24,3037,欣興,電子零組件業,上市,-821,23185
25,4927,泰鼎-KY,電子零組件業,上市,-1862,21521
26,6548,長科*,半導體業,上櫃,3491,16931
27,3189,景碩,半導體業,上市,-611,16736
28,2495,普安,電腦及週邊設備業,上市,6523,16708
29,3706,神達,電腦及週邊設備業,上市,-7347,16704
30,3211,順達,電腦及週邊設備業,上櫃,69,16228
31,6005,群益證,金融保險業,上市,5105,16094
32,2603,長榮,航運業,上市,1511,15435
33,1409,新纖,紡織纖維,上市,-247,15368
34,6456,GIS-KY,光電業,上市,-1586,14469
35,4906,正文,通信網路業,上市,2932,13993
36,2313,華通,電子零組件業,上市,-8287,13805
37,2606,裕民,航運業,上市,5191,13679
38,8110,華東,半導體業,上市,-3210,13349
39,8039,台虹,電子零組件業,上市,2054,13173
40,2338,光罩,半導體業,上市,847,12299
41,2421,建準,電子零組件業,上市,-346,12156
42,6239,力成,半導體業,上市,-5697,12056
43,2615,萬海,航運業,上市,1874,11281
44,2308,台達電,電子零組件業,上市,3851,11011
45,3704,合勤控,通信網路業,上市,-355,10764
46,2436,偉詮電,半導體業,上市,589,10416
47,3707,漢磊,半導體業,上櫃,7647,10412
48,3105,穩懋,半導體業,上櫃,-597,9915
49,2492,華新科,電子零組件業,上市,2521,9520
50,2349,錸德,光電業,上市,1996,9511
