股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1409,新纖,20.75,20.29%,84258,3.16
1810,和成,20.0,6.67%,11421,3.19
2241,艾姆勒,38.25,16.44%,10963,3.68
2302,麗正,35.7,41.39%,16558,4.29
2305,全友,23.2,41.9%,16978,3.21
2375,凱美,161.5,59.9%,30081,4.49
2441,超豐,141.0,39.6%,20880,2.01
2481,強茂,148.0,28.14%,86464,1.79
2881,富邦金,110.0,16.28%,83541,2.52
3016,嘉晶,134.5,9.35%,17126,2.69
3042,晶技,217.5,45.48%,20696,2.68
3221,台嘉碩,60.2,43.85%,21252,1.61
5328,華容,36.0,23.5%,42024,3.28
5425,台半,114.5,57.5%,67465,3.25
5864,致和證,39.85,29.38%,21291,2.21
6015,宏遠證,18.0,20.0%,13255,2.52
6016,康和證,26.95,20.85%,33642,1.99
6116,彩晶,15.55,49.52%,326422,4.08
6127,九豪,61.2,29.11%,43758,1.83
6147,頎邦,278.0,49.06%,97570,1.61
6155,鈞寶,64.5,25.98%,12195,2.85
6175,立敦,107.0,55.07%,16962,1.93
6182,合晶,90.7,58.01%,17287,1.91
6239,力成,357.5,56.11%,83839,2.43
6432,今展科,70.0,41.13%,10252,2.95
6548,長科*,66.4,33.33%,30645,2.1
6770,力積電,80.7,29.74%,742969,1.92
8182,加高,47.5,36.89%,11345,3.87
8289,泰藝,75.7,42.83%,13622,2.17
