公司名稱,股票代碼,最新收盤價,標的債券,債券代號,轉換價格,差異百分比,股票成交量,股票5MA,可轉債成交量,可轉債5MA
遠見,3040,47.6,遠見一,30401,47.2,-0.84,474164,228322.0,4,1.0
迎廣,6117,78.6,迎廣二,61172,77.4,-1.53,1023754,340738.0,30,8.0
艾訊,3088,91.3,艾訊二,30882,93.0,1.86,3400170,978690.0,80,23.0
天品,6199,110.5,天品四,61994,114.8,3.89,2769265,747021.0,260,61.0
迎廣,6117,78.6,迎廣一,61171,82.0,4.33,1023754,340738.0,27,7.0
