股票代碼,公司名稱,符合策略數,符合策略
6182,合晶,4,"外資買超, 大戶持有, 強勢股, 隔日衝"
3045,台灣大,3,"外資買超, 投信連續, 盤整突破"
2412,中華電,3,"外資買超, 投信連續, 盤整突破"
2645,長榮航太,3,"外資買超, 強勢股, 盤整突破"
3605,宏致,3,"大戶持有, 強勢股, 盤整突破"
3374,精材,2,"外資買超, 隔日衝"
6191,精成科,2,"大戶持有, 隔日衝"
8150,南茂,2,"外資買超, 大戶持有"
6202,盛群,2,"外資買超, 強勢股"
2317,鴻海,2,"外資買超, 投信連續"
2377,微星,2,"外資買超, 投信連續"
3211,順達,2,"外資買超, 盤整突破"
1536,和大,2,"外資買超, 盤整突破"
2356,英業達,2,"外資買超, 盤整突破"
5388,中磊,2,"外資買超, 盤整突破"
2379,瑞昱,2,"外資買超, 投信連續"
2601,益航,2,"強勢股, 盤整突破"
2889,國票金,2,"強勢股, 盤整突破"
3026,禾伸堂,2,"強勢股, 盤整突破"
1314,中石化,2,"大戶持有, 盤整突破"
3413,京鼎,2,"大戶持有, 盤整突破"
