排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,4.55,75.0,3/4,45.32,44.11,13.97,-23.88
2,廠務系統與水處理,0.74,71.43,5/7,2.05,0.32,-0.01,-0.03
3,記憶體模組,1.9,71.43,5/7,21.09,-18.6,-6.64,-10.87
4,半導體設備,0.97,57.14,4/7,10.82,11.21,1.47,-0.53
5,TPU_光通訊與連接器,0.57,50.0,2/4,-6.4,-10.52,-4.15,-9.8
6,軍工_航太製造與維修,-0.4,50.0,3/6,5.8,8.24,0.01,0.04
7,TPU_散熱,0.17,50.0,2/4,4.95,2.39,-7.56,-22.34
8,記憶體封裝與測試,1.95,50.0,2/4,14.15,-0.49,0.07,-4.93
9,軟體設計,0.11,46.67,7/15,3.95,5.25,-0.01,-0.02
10,航運,-0.08,46.67,7/15,20.27,58.62,-0.07,-1.72
11,被動元件,1.12,45.0,9/20,-77.31,-7.08,40.87,61.02
12,光學元件或組裝,1.15,40.0,6/15,-31.87,-21.69,2.91,-1.68
13,無塵室與機電工程,-1.03,40.0,2/5,-4.83,-19.28,-5.55,-7.89
14,CPO_先進封裝測試,-0.52,40.0,2/5,-7.33,-26.87,2.84,3.08
15,網通設備組件,0.87,40.0,8/20,-15.51,-103.09,-5.33,30.48
16,玻璃,-1.11,40.0,6/15,-69.02,-208.6,23.25,26.33
17,機器人,-0.72,35.71,5/14,-22.3,-74.52,0.58,4.13
18,PCB,-0.21,33.33,5/15,-76.3,-214.32,43.95,59.79
19,鋼鐵,-0.26,33.33,5/15,-3.79,-16.82,0.19,0.7
20,電器電纜,-0.92,30.0,3/10,-6.28,-27.41,0.15,0.97
21,紡織,-1.74,30.0,6/20,-6.99,-7.45,2.62,7.0
22,工業自動化與機器人,-1.58,28.57,2/7,-0.6,0.92,0.0,0.74
23,銀,-0.95,25.0,1/4,-46.49,42.02,20.61,12.77
24,銅,-1.39,20.0,2/10,-71.68,-94.82,24.43,43.52
25,電池或電源,-1.04,20.0,4/20,-4.95,-102.06,14.52,24.26
26,記憶體控制IC,-0.48,20.0,1/5,19.49,17.68,0.02,0.0
27,TPU_伺服器主板與印刷電路板,-1.86,20.0,1/5,-54.88,-200.15,4.42,11.59
28,IC設計,-0.64,15.38,2/13,-40.88,-77.1,1.76,20.56
29,低軌衛星,-0.35,14.29,1/7,-13.81,-50.44,3.5,12.31
30,BBU_電池模組,-1.93,14.29,1/7,20.49,-3.78,13.78,17.68
31,造紙,-0.77,12.5,1/8,-0.88,-0.54,0.0,0.01
32,軍工_無人機相關,-1.96,11.11,1/9,-32.01,-78.6,-8.43,11.02
33,化學,-2.46,10.0,2/20,-58.61,-125.48,16.01,24.24
34,塑膠,-2.47,5.56,1/18,-49.31,-96.6,14.68,20.73
35,金融,-2.36,5.26,1/19,-49.31,-96.6,14.68,20.73
36,BBU_電源供應器與整合,-1.65,0.0,0/5,-17.54,-72.2,0.59,1.75
37,CPO_光通訊,-1.85,0.0,0/6,-13.87,-4.69,1.8,4.81
