股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
8131,福懋科,69.3,5.96,-836.14,994.65,-1.0,-1.0
2634,漢翔,54.4,4.21,257.0,92.0,-3.0,-8.0
2897,王道銀行,9.7,3.19,1262.0,4372.0,0.0,-10.0
