排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,1.25,75.0,3/4,125.08,289.98,0.51,-2.06
2,光學元件或組裝,2.37,73.33,11/15,-17.96,70.94,64.49,158.22
3,記憶體模組,-0.1,71.43,5/7,8.11,2.66,0.22,-1.19
4,化學,2.26,70.0,14/20,69.1,145.18,5.68,36.6
5,CPO_光通訊,2.92,66.67,4/6,11.79,29.76,22.87,70.03
6,塑膠,2.94,66.67,12/18,60.49,127.74,2.84,32.08
7,航運,1.29,66.67,10/15,4.2,-4.09,0.79,-11.76
8,金融,2.56,63.16,12/19,60.49,127.75,2.84,32.08
9,CPO_先進封裝測試,-0.34,60.0,3/5,-17.32,3.16,-0.84,-14.79
10,軟體設計,0.08,53.33,8/15,2.97,2.46,0.0,-0.06
11,TPU_光通訊與連接器,0.45,50.0,2/4,18.95,25.01,-14.43,41.86
12,軍工_無人機相關,-0.45,50.0,4/8,-22.35,9.59,-12.92,-18.15
13,軍工_航太製造與維修,0.38,50.0,3/6,-2.88,-16.85,-0.0,0.21
14,TPU_散熱,2.39,50.0,2/4,74.15,85.76,-10.66,75.61
15,工業自動化與機器人,-1.48,42.86,3/7,-1.59,-5.07,-1.53,-3.17
16,BBU_電源供應器與整合,-0.67,40.0,2/5,-9.59,27.34,-1.94,-18.49
17,網通設備組件,0.57,40.0,8/20,31.73,93.98,-10.24,105.84
18,無塵室與機電工程,-0.5,40.0,2/5,-8.08,-27.6,1.33,-1.96
19,紡織,-0.08,40.0,8/20,-0.16,-3.25,0.21,0.16
20,IC設計,-1.28,38.46,5/13,-32.97,7.05,-11.72,-3.4
21,廠務系統與水處理,-14.23,28.57,2/7,-0.26,-1.01,0.0,-0.01
22,造紙,0.17,28.57,2/7,0.23,0.26,0.0,0.0
23,機器人,-1.48,28.57,4/14,2.75,24.06,-4.48,-34.32
24,PCB,-1.8,26.67,4/15,35.69,124.94,-40.87,-58.85
25,鋼鐵,-0.09,26.67,4/15,-2.07,24.69,-0.33,1.61
26,玻璃,-1.45,26.67,4/15,35.9,80.8,-24.33,-23.9
27,銀,-3.42,25.0,1/4,-67.02,-82.93,-19.85,-55.93
28,被動元件,-2.51,21.05,4/19,-67.4,-58.08,-17.82,-85.09
29,銅,-1.02,20.0,2/10,67.4,102.72,-32.14,-50.25
30,TPU_伺服器主板與印刷電路板,-2.33,20.0,1/5,15.09,53.45,9.48,-5.41
31,記憶體控制IC,0.24,20.0,1/5,12.19,13.37,0.0,-0.06
32,電池或電源,-1.52,15.0,3/20,-21.96,16.91,-2.01,-5.75
33,BBU_電池模組,-1.43,14.29,1/7,-4.76,-8.97,0.01,12.63
34,低軌衛星,-1.93,14.29,1/7,6.63,5.66,-16.34,-2.71
35,半導體設備,-0.51,14.29,1/7,-5.17,4.64,1.46,12.94
36,電器電纜,-1.65,10.0,1/10,-8.78,-0.67,-0.06,0.5
37,記憶體封裝與測試,-1.79,0.0,0/4,-21.64,-32.05,0.04,-1.19
