排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1301,台塑,塑膠工業,上市,9456,42042
2,1605,華新,電器電纜,上市,1870,20614
3,2449,京元電子,半導體業,上市,15983,18951
4,2882,國泰金,金融保險業,上市,5630,15858
5,1312,國喬,塑膠工業,上市,6167,15078
6,6226,光鼎,光電業,上市,2919,14121
7,3374,精材,半導體業,上櫃,8530,14010
8,1326,台化,塑膠工業,上市,1919,11594
9,8358,金居,電子零組件業,上櫃,5034,9893
10,4939,亞電,電子零組件業,上櫃,4283,9668
11,6269,台郡,電子零組件業,上市,522,8717
12,3376,新日興,電子零組件業,上市,2101,7741
13,2351,順德,半導體業,上市,793,7620
14,3045,台灣大,通信網路業,上市,347,7308
15,2421,建準,電子零組件業,上市,1870,7141
16,3450,聯鈞,半導體業,上市,5976,6462
17,2330,台積電,半導體業,上市,1565,6146
18,6547,高端疫苗,生技醫療業,上櫃,804,5761
19,4958,臻鼎-KY,電子零組件業,上市,1117,5088
20,3406,玉晶光,光電業,上市,2390,4854
21,4927,泰鼎-KY,電子零組件業,上市,1697,4834
22,1727,中華化,化學工業,上市,2529,4726
23,2455,全新,通信網路業,上市,493,4568
24,2312,金寶,其他電子業,上市,703,4499
25,2897,王道銀行,金融保險業,上市,715,4348
26,2340,台亞,半導體業,上市,330,4067
27,3264,欣銓,半導體業,上櫃,3729,3798
28,6456,GIS-KY,光電業,上市,2097,3641
29,3543,州巧,光電業,上市,1735,3374
30,2474,可成,其他電子業,上市,198,2943
31,6214,精誠,資訊服務業,上市,194,2881
32,5392,能率,光電業,上櫃,760,2587
33,6805,富世達,電子零組件業,上市,506,2568
34,8070,長華*,電子通路業,上市,938,2542
35,2633,台灣高鐵,航運業,上市,220,2538
36,1718,中纖,化學工業,上市,350,2306
37,3211,順達,電腦及週邊設備業,上櫃,1947,2257
38,2855,統一證,金融保險業,上市,905,2242
39,2491,吉祥全,光電業,上市,146,2173
40,6190,萬泰科,通信網路業,上櫃,610,2104
41,2328,廣宇,電子零組件業,上市,159,1958
42,2030,彰源,鋼鐵工業,上市,38,1934
43,2355,敬鵬,電子零組件業,上市,383,1886
44,3673,TPK-KY,光電業,上市,13,1870
45,3265,台星科,半導體業,上櫃,1171,1718
46,6153,嘉聯益,電子零組件業,上市,785,1632
47,6782,視陽,生技醫療業,上市,164,1480
48,3362,先進光,光電業,上櫃,291,1422
49,6584,南俊國際,電子零組件業,上櫃,1021,1271
50,1904,正隆,造紙工業,上市,82,1262
51,3176,基亞,生技醫療業,上櫃,178,1217
52,3008,大立光,光電業,上市,349,1135
53,3017,奇鋐,電腦及週邊設備業,上市,650,1125
54,2221,大甲,其他業,上櫃,437,1113
55,3044,健鼎,電子零組件業,上市,645,1110
56,1229,聯華,食品工業,上市,205,1065
57,5443,均豪,光電業,上櫃,859,1063
58,2465,麗臺,電腦及週邊設備業,上市,2,1019
59,2467,志聖,電子零組件業,上市,580,988
60,2034,允強,鋼鐵工業,上市,218,982
61,6285,啟碁,通信網路業,上市,633,955
62,6517,保勝光學,光電業,上櫃,161,950
63,5864,致和證,金融保險業,上櫃,1006,927
64,2461,光群雷,其他電子業,上市,362,909
65,3715,定穎投控,電子零組件業,上市,906,903
66,3066,李洲,光電業,上櫃,711,888
67,2402,毅嘉,電子零組件業,上市,217,876
68,5469,瀚宇博,電子零組件業,上市,570,867
69,6933,AMAX-KY,電腦及週邊設備業,上市,220,784
70,2476,鉅祥,電子零組件業,上市,104,760
71,6026,福邦證,金融保險業,上櫃,79,720
72,3498,陽程,其他電子業,上櫃,28,691
73,2033,佳大,鋼鐵工業,上市,496,669
74,3693,營邦,電腦及週邊設備業,上櫃,306,661
75,8215,明基材,光電業,上市,482,653
76,2069,運錩,鋼鐵工業,上市,38,627
77,4577,達航科技,其他電子業,上櫃,425,621
78,3591,艾笛森,光電業,上市,69,619
79,6015,宏遠證,金融保險業,上櫃,250,597
80,2329,華泰,半導體業,上市,238,558
81,4716,大立,化學工業,上櫃,424,557
82,3707,漢磊,半導體業,上櫃,346,545
83,3653,健策,電子零組件業,上市,35,532
84,3680,家登,半導體業,上櫃,99,517
85,4142,國光生,生技醫療業,上市,102,508
86,4952,凌通,半導體業,上市,32,497
87,6284,佳邦,電子零組件業,上櫃,272,484
88,6202,盛群,半導體業,上市,79,483
89,6840,東研信超,其他電子業,上櫃,48,474
90,2025,千興,鋼鐵工業,上市,19,457
91,1528,恩德,電機機械,上市,92,375
92,5452,佶優,其他電子業,上櫃,53,374
93,6180,橘子,文化創意業,上櫃,5,356
94,6743,安普新,其他電子業,上市,146,333
95,2107,厚生,橡膠工業,上市,53,331
96,1905,華紙,造紙工業,上市,78,331
97,4903,聯光通,通信網路業,上櫃,85,325
98,3491,昇達科,通信網路業,上櫃,100,319
99,8054,安國,半導體業,上櫃,56,303
100,6438,迅得,其他電子業,上市,125,299
101,2540,愛山林,建材營造業,上市,71,295
102,6937,天虹,半導體業,上市,254,286
103,2316,楠梓電,電子零組件業,上市,212,284
104,6163,華電網,通信網路業,上櫃,45,275
105,6761,穩得,電子零組件業,上櫃,90,255
106,5530,龍巖,其他業,上櫃,181,254
107,3631,晟楠,電子零組件業,上櫃,140,236
108,6526,達發,半導體業,上市,98,230
109,6235,華孚,電腦及週邊設備業,上市,21,228
110,2536,宏普,建材營造業,上市,1,225
111,5263,智崴,文化創意業,上櫃,44,221
112,6869,雲豹能源,綠能環保,上市,34,217
113,5292,華懋,綠能環保,上市,33,214
114,3041,揚智,半導體業,上市,37,210
115,6259,百徽,電子零組件業,上櫃,153,208
116,2206,三陽工業,汽車工業,上市,11,205
117,6122,擎邦,電機機械,上櫃,30,199
118,6191,精成科,電子零組件業,上市,238,198
119,5426,振發,電腦及週邊設備業,上櫃,13,187
120,2427,三商電,資訊服務業,上市,20,186
121,8099,大世科,資訊服務業,上櫃,14,184
122,4722,國精化,化學工業,上市,25,179
123,3289,宜特,其他電子業,上櫃,12,178
124,3338,泰碩,電子零組件業,上市,23,156
125,1524,耿鼎,汽車工業,上市,16,154
126,4934,太極,光電業,上市,50,150
127,6234,高僑,光電業,上櫃,44,148
128,2029,盛餘,鋼鐵工業,上市,1,147
129,5493,三聯,其他電子業,上櫃,54,145
130,6112,邁達特,資訊服務業,上市,4,143
131,8182,加高,電子零組件業,上櫃,119,143
132,2597,潤弘,建材營造業,上市,16,143
133,8431,匯鑽科,其他電子業,上櫃,150,139
134,3050,鈺德,光電業,上市,38,135
135,6134,萬旭,電子零組件業,上櫃,21,128
136,5381,合正,電子零組件業,上櫃,2,128
137,1532,勤美,電機機械,上市,18,121
138,2070,精湛,電機機械,上櫃,30,115
139,3535,晶彩科,光電業,上市,51,113
140,6208,日揚,電子零組件業,上櫃,5,111
141,1558,伸興,電機機械,上市,13,110
142,8071,能率網通,電子零組件業,上櫃,57,109
143,6021,美好證,金融保險業,上櫃,13,107
144,3705,永信,生技醫療業,上市,7,103
145,6165,浪凡,數位雲端,上市,27,101
146,1733,五鼎,生技醫療業,上市,5,101
147,3563,牧德,光電業,上市,30,98
148,1459,聯發,紡織纖維,上市,8,96
149,8040,九暘,半導體業,上櫃,60,94
150,6922,宸曜,電腦及週邊設備業,上櫃,49,82
151,3556,禾瑞亞,半導體業,上櫃,36,81
152,2440,太空梭,電子零組件業,上市,1,79
153,6651,全宇昕,半導體業,上櫃,34,78
154,6237,驊訊,半導體業,上櫃,17,76
155,6136,富爾特,通信網路業,上市,20,73
156,6263,普萊德,通信網路業,上櫃,6,70
157,8163,達方,電腦及週邊設備業,上市,64,70
158,2498,宏達電,通信網路業,上市,14,68
159,6491,晶碩,生技醫療業,上市,5,64
160,2013,中鋼構,鋼鐵工業,上市,6,60
161,3437,榮創,光電業,上市,30,59
162,3188,鑫龍騰,建材營造業,上櫃,27,53
163,3580,友威科,其他電子業,上櫃,14,48
164,2348,海悅,其他業,上市,29,45
165,8404,百和興業-KY,其他業,上市,2,44
166,4162,智擎,生技醫療業,上櫃,7,43
167,6150,撼訊,電腦及週邊設備業,上櫃,11,42
168,8277,商丞,半導體業,上櫃,17,41
169,5519,隆大,建材營造業,上市,2,37
170,4108,懷特,生技醫療業,上市,93,36
171,2908,特力,貿易百貨業,上市,2,36
172,1587,吉茂,汽車工業,上市,26,36
173,6573,虹揚-KY,半導體業,上市,33,34
174,3054,立萬利,食品工業,上市,2,34
175,3092,鴻碩,電子零組件業,上市,1,33
176,8171,天宇,綠能環保,上櫃,12,33
177,3218,大學光,生技醫療業,上櫃,52,30
178,6903,巨漢,其他電子業,上櫃,13,28
179,6462,神盾,半導體業,上櫃,10,27
180,5324,士開,建材營造業,上櫃,3,26
181,3178,公準,半導體業,上櫃,19,24
182,8916,光隆,其他業,上櫃,6,23
183,6698,旭暉應材,其他電子業,上市,11,23
184,3285,微端,其他電子業,上櫃,5,22
185,5704,老爺知,觀光餐旅,上櫃,11,20
186,1735,日勝化,化學工業,上市,5,20
187,2349,錸德,光電業,上市,76,18
188,3002,歐格,電腦及週邊設備業,上市,7,18
189,1817,凱撒衛,玻璃陶瓷,上市,4,16
190,6148,驊宏資,資訊服務業,上櫃,13,16
191,6231,系微,資訊服務業,上櫃,16,11
192,4953,緯軟,資訊服務業,上櫃,9,10
193,6732,昇佳電子,半導體業,上櫃,2,9
194,3686,達能,半導體業,上市,9,9
195,6996,力領科技,半導體業,上櫃,1,5
196,4530,宏易,觀光餐旅,上櫃,1,5
197,2471,資通,資訊服務業,上市,2,0
198,6241,易通展,通信網路業,上櫃,9,-7
199,1527,鑽全,電機機械,上市,10,-13
200,6270,倍微,電子通路業,上櫃,13,-16
201,6873,泓德能源,綠能環保,上市,74,-23
202,5432,新門,綠能環保,上櫃,25,-28
203,6416,瑞祺電通,通信網路業,上市,22,-43
204,6712,長聖,生技醫療業,上櫃,47,-66
205,6695,芯鼎,半導體業,上市,4,-78
206,3526,凡甲,電子零組件業,上櫃,55,-112
207,2323,中環,光電業,上市,93,-330
208,1447,力鵬,紡織纖維,上市,102,-394
209,1714,和桐,化學工業,上市,978,-1009
