排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,造紙,1.51,57.14,4/7,0.09,0.01,-0.0,0.0
2,塑膠,1.09,50.0,9/18,-19.53,-63.65,-7.01,-8.21
3,金融,0.93,47.37,9/19,-19.53,-63.65,-7.01,-8.21
4,半導體設備,-1.57,42.86,3/7,-7.88,5.05,12.68,18.16
5,無塵室與機電工程,-0.97,40.0,2/5,-0.99,-1.16,5.03,-0.4
6,工業自動化與機器人,-0.38,28.57,2/7,0.53,-3.53,0.0,-0.8
7,廠務系統與水處理,-1.61,28.57,2/7,-3.5,-2.42,-0.0,0.05
8,鋼鐵,-1.66,26.67,4/15,-18.19,-32.07,0.26,-3.86
9,航運,-2.22,20.0,3/15,-7.86,18.62,7.13,-17.84
10,CPO_先進封裝測試,-3.23,20.0,1/5,-5.27,6.87,0.07,0.38
11,化學,-2.18,20.0,4/20,-28.81,-74.66,-7.56,-13.45
12,紡織,-1.43,20.0,4/20,-3.67,-15.37,-0.04,2.64
13,記憶體控制IC,-1.27,20.0,1/5,0.93,-2.97,-0.0,0.09
14,軍工_航太製造與維修,-1.31,16.67,1/6,-0.86,-3.34,-0.02,-0.81
15,IC設計,-2.87,15.38,2/13,-29.83,-60.69,4.4,33.38
16,機器人,-1.52,14.29,2/14,-34.2,10.01,4.64,-4.62
17,低軌衛星,-2.43,14.29,1/7,-0.13,-45.5,2.14,5.29
18,軍工_無人機相關,-1.52,11.11,1/9,-27.01,-56.69,0.23,-7.28
19,被動元件,-3.43,10.53,2/19,-50.04,-6.99,1.8,-13.72
20,銅,-3.8,10.0,1/10,-0.77,-41.87,-12.71,-23.04
21,PCB,-4.48,6.67,1/15,-0.25,-123.53,-4.53,90.51
22,光學元件或組裝,-4.62,6.67,1/15,-27.72,-0.25,3.72,9.03
23,玻璃,-3.64,6.67,1/15,-15.81,-37.23,-1.77,-18.47
24,軟體設計,-1.72,6.67,1/15,-2.43,-1.85,-0.0,0.15
25,電池或電源,-3.35,5.0,1/20,-52.0,-3.77,5.04,-5.55
26,CPO_光通訊,-7.79,0.0,0/6,-15.49,-1.08,4.9,11.54
27,BBU_電源供應器與整合,-3.08,0.0,0/5,-38.87,6.23,4.52,-5.13
28,BBU_電池模組,-4.03,0.0,0/7,-8.7,-4.21,0.19,-0.49
29,TPU_光通訊與連接器,-7.21,0.0,0/4,-16.36,-3.11,4.08,14.09
30,網通設備組件,-5.54,0.0,0/20,-70.85,37.59,9.6,-26.62
31,TPU_散熱,-6.02,0.0,0/4,-17.18,76.77,0.71,17.12
32,TPU_伺服器主板與印刷電路板,-4.42,0.0,0/5,-7.86,-71.54,4.95,92.03
33,記憶體封裝與測試,-7.2,0.0,0/4,-5.68,-6.86,2.15,2.37
34,記憶體模組,-8.25,0.0,0/7,1.17,-22.78,-1.88,8.35
35,記憶體製造,-5.66,0.0,0/4,-9.62,-283.2,-19.35,37.69
36,銀,-5.26,0.0,0/4,-13.92,-17.1,-2.82,-10.42
37,電器電纜,-3.39,0.0,0/10,-6.24,-16.07,-1.45,-3.98
