股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2484,希華,30.9,9.96,-43.0,-1649.0,0.0,0.0
1528,恩德,25.45,9.93,-237.0,-1501.0,-2.0,-5.0
3062,建漢,27.95,9.82,-2446.13,-312.08,-0.04,-0.07
6213,聯茂,158.0,9.72,1028.27,3542.19,-0.11,-0.23
6285,啟碁,188.5,9.59,-5546.94,-728.18,-2.21,665.58
5871,中租-KY,113.0,3.66,4067.65,6770.73,-12.0,-44.0
2324,仁寶,30.25,-0.49,3292.23,-3086.83,-226.51,-835.08
