股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,231.5,5,30247290,6049,251.5,222.5,13.03%
2376,技嘉,366.5,4,2772237,554,376.0,341.0,10.26%
2382,廣達,342.0,5,15198824,3039,349.0,333.0,4.80%
2481,強茂,171.0,5,6965600,1393,175.0,154.0,13.64%
2542,興富發,45.45,5,13167389,2633,48.9,45.1,8.43%
2603,長榮,242.5,4,5048201,1009,245.5,233.0,5.36%
2610,華航,20.5,5,10419765,2083,20.5,19.9,3.02%
2618,長榮航,42.5,5,18933396,3786,42.5,41.0,3.66%
2633,台灣高鐵,25.6,5,4420604,884,26.1,25.55,2.15%
2884,玉山金,46.05,5,19084118,3816,47.35,44.9,5.46%
2890,永豐金,45.4,4,23659930,4731,46.35,43.95,5.46%
2892,第一金,39.9,4,11505507,2301,40.95,38.9,5.27%
3105,穩懋,501.0,5,2617100,523,515.0,454.0,13.44%
3450,聯鈞,526.0,4,2749000,549,565.0,498.5,13.34%
5876,上海商銀,49.7,5,2636862,527,50.0,48.65,2.77%
6505,台塑化,87.2,4,9774498,1954,89.8,80.2,11.97%
9904,寶成,24.6,5,9716862,1943,24.9,24.3,2.47%
