排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6168,宏齊,光電業,上市,2961,17336
2,6239,力成,半導體業,上市,5884,9586
3,6226,光鼎,光電業,上市,575,6057
4,3045,台灣大,通信網路業,上市,512,4987
5,1569,濱川,電腦及週邊設備業,上櫃,2949,3660
6,2474,可成,其他電子業,上市,1001,3301
7,5876,上海商銀,金融保險業,上市,315,3220
8,2034,允強,鋼鐵工業,上市,127,2545
9,5608,四維航,航運業,上市,1088,2199
10,2520,冠德,建材營造業,上市,539,1950
11,3014,聯陽,半導體業,上市,399,1691
12,6526,達發,半導體業,上市,546,1411
13,6271,同欣電,半導體業,上市,85,1405
14,3055,蔚華科,電子通路業,上市,876,1327
15,8050,廣積,電腦及週邊設備業,上櫃,204,1248
16,2606,裕民,航運業,上市,440,1231
17,3221,台嘉碩,通信網路業,上櫃,673,1174
18,5269,祥碩,半導體業,上市,1,1165
19,3047,訊舟,通信網路業,上市,885,1158
20,8227,巨有科技,半導體業,上櫃,22,1023
21,6224,聚鼎,電子零組件業,上市,59,843
22,4510,高鋒,電機機械,上櫃,138,740
23,6174,安碁,電子零組件業,上櫃,210,677
24,4923,力士,半導體業,上櫃,62,670
25,5206,坤悅,建材營造業,上櫃,96,630
26,6869,雲豹能源,綠能環保,上市,122,622
27,2471,資通,資訊服務業,上市,59,590
28,2480,敦陽科,資訊服務業,上市,23,505
29,6155,鈞寶,電子零組件業,上市,66,438
30,8182,加高,電子零組件業,上櫃,34,380
31,2206,三陽工業,汽車工業,上市,59,359
32,6175,立敦,電子零組件業,上櫃,166,359
33,1584,精剛,其他業,上櫃,9,329
34,2425,承啟,電腦及週邊設備業,上市,80,326
35,4951,精拓科,半導體業,上櫃,111,321
36,4949,有成精密,光電業,上市,207,312
37,1617,榮星,電器電纜,上市,61,251
38,4563,百德,電機機械,上櫃,16,213
39,6579,研揚,電腦及週邊設備業,上市,48,207
40,3577,泓格,電腦及週邊設備業,上櫃,8,196
41,8109,博大,電子零組件業,上櫃,34,192
42,4736,泰博,生技醫療業,上市,55,184
43,1558,伸興,電機機械,上市,4,181
44,2107,厚生,橡膠工業,上市,4,176
45,1437,勤益控,其他業,上市,15,139
46,6596,寬宏藝術,文化創意業,上櫃,49,125
47,4562,穎漢,電機機械,上市,67,112
48,6101,寬魚國際,文化創意業,上櫃,27,110
49,3537,堡達,電子零組件業,上櫃,33,108
50,5355,佳總,電子零組件業,上櫃,4,94
51,4588,玖鼎電力,其他電子業,上市,41,91
52,4577,達航科技,其他電子業,上櫃,7,86
53,3652,精聯,電腦及週邊設備業,上市,51,83
54,1456,怡華,建材營造業,上市,11,74
55,6150,撼訊,電腦及週邊設備業,上櫃,41,66
56,4536,拓凱,運動休閒,上市,29,65
57,1446,宏和,紡織纖維,上市,15,62
58,5288,豐祥-KY,電機機械,上市,7,59
59,3556,禾瑞亞,半導體業,上櫃,13,57
60,1527,鑽全,電機機械,上市,18,41
61,1459,聯發,紡織纖維,上市,2,32
