排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,369787,376343
2,2303,聯電,半導體業,上市,1308,65912
3,1314,中石化,塑膠工業,上市,15099,62722
4,6770,力積電,半導體業,上市,-24415,50837
5,8150,南茂,半導體業,上市,28369,44888
6,2891,中信金,金融保險業,上市,4857,34086
7,2609,陽明,航運業,上市,3932,32805
8,2449,京元電子,半導體業,上市,889,32396
9,3481,群創,光電業,上市,44051,29832
10,2408,南亞科,半導體業,上市,-4364,28832
11,6257,矽格,半導體業,上市,1078,27124
12,2883,凱基金,金融保險業,上市,26152,26216
13,6182,合晶,半導體業,上櫃,-4948,23828
14,2412,中華電,通信網路業,上市,-141,23121
15,2371,大同,電機機械,上市,7632,18903
16,6168,宏齊,光電業,上市,2961,17336
17,6147,頎邦,半導體業,上櫃,-7562,15061
18,6116,彩晶,光電業,上市,13921,14916
19,2353,宏碁,電腦及週邊設備業,上市,2601,14878
20,6505,台塑化,油電燃氣業,上市,4456,14818
21,2892,第一金,金融保險業,上市,1758,13332
22,3711,日月光投控,半導體業,上市,5546,13190
23,3105,穩懋,半導體業,上櫃,-2258,12457
24,2344,華邦電,半導體業,上市,-24320,12425
25,5483,中美晶,半導體業,上櫃,-994,11862
26,5347,世界,半導體業,上櫃,16,11578
27,2363,矽統,半導體業,上市,8459,10714
28,1718,中纖,化學工業,上市,3422,10701
29,1301,台塑,塑膠工業,上市,2421,10050
30,5880,合庫金,金融保險業,上市,1082,9669
31,6239,力成,半導體業,上市,5884,9586
32,3264,欣銓,半導體業,上櫃,165,9082
33,3231,緯創,電腦及週邊設備業,上市,-1970,8894
34,3605,宏致,電子零組件業,上市,1628,8690
35,8110,華東,半導體業,上市,3673,8498
36,2308,台達電,電子零組件業,上市,5475,8356
37,2855,統一證,金融保險業,上市,6821,8082
38,1312,國喬,塑膠工業,上市,236,7790
39,2605,新興,航運業,上市,3273,7382
40,3702,大聯大,電子通路業,上市,245,7039
41,2880,華南金,金融保險業,上市,-1750,6740
42,2441,超豐,半導體業,上市,913,6409
43,2376,技嘉,電腦及週邊設備業,上市,4328,6400
44,2615,萬海,航運業,上市,-4155,6288
45,1727,中華化,化學工業,上市,-1789,6168
46,3037,欣興,電子零組件業,上市,2807,6078
47,6226,光鼎,光電業,上市,575,6057
48,2603,長榮,航運業,上市,1279,5925
49,6443,元晶,光電業,上市,4603,5833
50,4956,光鋐,光電業,上市,2159,5469
