股票代碼,公司名稱,符合策略數,符合策略
1314,中石化,3,"外資買超, 大戶持有, 盤整突破"
2371,大同,3,"外資買超, 強勢股, 盤整突破"
3231,緯創,3,"外資買超, 大戶持有, 投信連續"
4956,光鋐,3,"大戶持有, 強勢股, 盤整突破"
6133,金橋,3,"大戶持有, 強勢股, 盤整突破"
6168,宏齊,3,"大戶持有, 強勢股, 盤整突破"
6182,合晶,2,"大戶持有, 隔日衝"
3035,智原,2,"盤整突破, 隔日衝"
2891,中信金,2,"外資買超, 投信連續"
2884,玉山金,2,"外資買超, 投信連續"
6505,台塑化,2,"外資買超, 投信連續"
6274,台燿,2,"外資買超, 盤整突破"
6456,GIS-KY,2,"外資買超, 盤整突破"
6257,矽格,2,"外資買超, 盤整突破"
6706,惠特,2,"外資買超, 強勢股"
3045,台灣大,2,"外資買超, 投信連續"
1303,南亞,2,"外資買超, 投信連續"
2603,長榮,2,"外資買超, 投信連續"
2376,技嘉,2,"外資買超, 投信連續"
1560,中砂,2,"外資買超, 盤整突破"
8996,高力,2,"外資買超, 大戶持有"
6669,緯穎,2,"外資買超, 大戶持有"
2633,台灣高鐵,2,"投信連續, 盤整突破"
1528,恩德,2,"強勢股, 盤整突破"
2413,環科,2,"強勢股, 盤整突破"
2419,仲琦,2,"強勢股, 盤整突破"
2468,華經,2,"強勢股, 盤整突破"
3264,欣銓,2,"強勢股, 盤整突破"
3605,宏致,2,"大戶持有, 強勢股"
6148,驊宏資,2,"強勢股, 盤整突破"
6668,中揚光,2,"強勢股, 盤整突破"
8064,東捷,2,"強勢股, 盤整突破"
3591,艾笛森,2,"大戶持有, 盤整突破"
6226,光鼎,2,"大戶持有, 盤整突破"
4916,事欣科,2,"大戶持有, 盤整突破"
2493,揚博,2,"大戶持有, 盤整突破"
2399,映泰,2,"大戶持有, 盤整突破"
