股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1519,華城,893.0,15.52%,10364,1.52
1711,永光,24.3,25.91%,22048,3.24
1717,長興,61.0,48.78%,139119,4.88
2305,全友,14.95,37.16%,12227,3.78
2312,金寶,30.3,35.57%,63980,2.75
2327,國巨,278.5,23.5%,132227,1.51
2331,精英,28.8,29.44%,24526,2.54
2349,錸德,16.3,9.03%,37081,2.73
2369,菱生,26.7,16.34%,18153,2.6
2406,國碩,31.85,20.64%,83662,2.9
2419,仲琦,32.75,37.61%,17417,4.33
3380,明泰,34.8,10.83%,10417,1.8
3532,台勝科,136.0,41.08%,16440,3.65
3576,聯合再生,10.75,20.11%,36744,2.18
4916,事欣科,63.4,9.12%,22953,2.56
5347,世界,124.0,31.22%,71968,5.62
5521,工信,27.35,23.76%,24694,2.73
6127,九豪,42.0,21.92%,45050,1.76
6163,華電網,72.7,33.39%,51479,3.03
6182,合晶,39.6,27.95%,60808,2.35
6239,力成,251.5,43.71%,47909,2.07
6257,矽格,129.5,12.61%,20167,1.71
6282,康舒,54.4,27.1%,204251,2.91
6443,元晶,39.2,36.59%,187309,5.72
6485,點序,116.0,50.85%,12154,3.8
8074,鉅橡,58.0,10.27%,19461,2.6
8088,品安,55.0,18.53%,17057,2.53
8150,南茂,59.4,23.11%,45105,2.47
8240,華宏,46.2,23.2%,10134,6.02
9955,佳龍,40.55,30.39%,19093,4.97
