排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2609,陽明,航運業,上市,33875,131192
2,1815,富喬,電子零組件業,上櫃,16256,51225
3,1402,遠東新,紡織纖維,上市,18106,45307
4,2002,中鋼,鋼鐵工業,上市,12225,44792
5,2603,長榮,航運業,上市,7735,37953
6,2615,萬海,航運業,上市,17682,30799
7,2881,富邦金,金融保險業,上市,17697,27786
8,2542,興富發,建材營造業,上市,5226,24665
9,2618,長榮航,航運業,上市,8595,24139
10,3045,台灣大,通信網路業,上市,2069,18812
11,2883,凱基金,金融保險業,上市,32321,17999
12,2344,華邦電,半導體業,上市,15355,17311
13,1102,亞泥,水泥工業,上市,3945,16353
14,1101,台泥,水泥工業,上市,1556,15955
15,1314,中石化,塑膠工業,上市,11774,14731
16,8105,凌巨,光電業,上市,0,14194
17,2867,三商壽,金融保險業,上市,0,13704
18,2408,南亞科,半導體業,上市,3279,12968
19,1216,統一,食品工業,上市,527,12784
20,5880,合庫金,金融保險業,上市,5019,11557
21,2489,瑞軒,光電業,上市,10506,10440
22,2892,第一金,金融保險業,上市,3269,9515
23,2426,鼎元,光電業,上市,7118,9305
24,2845,遠東銀,金融保險業,上市,2284,9111
25,3037,欣興,電子零組件業,上市,1061,8504
26,2880,華南金,金融保險業,上市,5453,8256
27,1504,東元,電機機械,上市,-1984,7707
28,2451,創見,半導體業,上市,8950,7674
29,3260,威剛,半導體業,上櫃,10414,7672
30,1718,中纖,化學工業,上市,2770,7638
31,2801,彰銀,金融保險業,上市,4088,7406
32,2882,國泰金,金融保險業,上市,8601,7390
33,2484,希華,電子零組件業,上市,7704,7268
34,2027,大成鋼,鋼鐵工業,上市,80,7201
35,2601,益航,貿易百貨業,上市,8305,6843
36,2105,正新,橡膠工業,上市,532,6761
37,2646,星宇航空,航運業,上市,1285,6195
38,2851,中再保,金融保險業,上市,1115,6066
39,5608,四維航,航運業,上市,2597,6065
40,2886,兆豐金,金融保險業,上市,1764,5962
41,5871,中租-KY,其他業,上市,5082,5847
42,6505,台塑化,油電燃氣業,上市,1930,5837
43,2606,裕民,航運業,上市,2740,5355
44,6214,精誠,資訊服務業,上市,736,4981
45,2903,遠百,貿易百貨業,上市,940,4935
46,2884,玉山金,金融保險業,上市,3332,4896
47,5876,上海商銀,金融保險業,上市,1454,4887
48,8422,可寧衛,綠能環保,上市,137,4637
49,6919,康霈*,生技醫療業,上市,1466,4597
50,3490,單井,光電業,上櫃,171,4543
