股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1316,上曜,2026-08-24,11.55,11.3,-2.16%,10301,2871,3.59
2601,益航,2026-08-24,8.03,7.22,-10.09%,20912,4355,4.8
2641,正德,2026-08-24,19.1,18.85,-1.31%,12661,2895,4.37
2615,萬海,2026-08-24,130.0,124.5,-4.23%,89461,28318,3.16
2613,中櫃,2026-08-24,25.7,23.9,-7.0%,10527,1147,9.18
2611,志信,2026-08-24,18.45,16.55,-10.3%,5731,1329,4.31
3049,精金,2026-08-24,12.7,12.7,0.0%,10131,3327,3.04
2609,陽明,2026-08-24,65.8,64.5,-1.98%,170173,52191,3.26
2637,慧洋-KY,2026-08-24,103.0,97.1,-5.73%,21718,4937,4.4
5608,四維航,2026-08-24,19.05,18.0,-5.51%,47067,10526,4.47
2489,瑞軒,2026-08-24,37.65,36.9,-1.99%,70237,15315,4.59
6168,宏齊,2026-08-24,25.1,27.15,8.17%,7647,2149,3.56
2426,鼎元,2026-08-24,84.9,82.6,-2.71%,63455,18612,3.41
2009,第一銅,2026-08-24,40.4,41.9,3.71%,8264,2730,3.03
6550,北極星藥業-KY,2026-08-24,12.95,11.6,-10.42%,6057,1385,4.37
8103,瀚荃,2026-08-24,91.1,97.2,6.7%,6471,1859,3.48
5608,四維航,2026-08-21,17.15,18.0,4.96%,54906,8220,6.68
3049,精金,2026-08-21,11.25,12.7,12.89%,9199,2941,3.13
2851,中再保,2026-08-21,48.5,42.85,-11.65%,23729,3325,7.14
2641,正德,2026-08-21,18.35,18.85,2.72%,13943,2305,6.05
6278,台表科,2026-08-21,180.0,179.0,-0.56%,17236,5716,3.02
2637,慧洋-KY,2026-08-21,93.5,97.1,3.85%,17870,3954,4.52
8103,瀚荃,2026-08-21,91.5,97.2,6.23%,6918,1560,4.43
1316,上曜,2026-08-21,10.75,11.3,5.12%,10948,2384,4.59
2611,志信,2026-08-21,15.9,16.55,4.09%,6954,1054,6.6
1808,潤隆,2026-08-21,34.65,35.7,3.03%,7419,1869,3.97
1815,富喬,2026-08-21,107.0,107.5,0.47%,121035,33224,3.64
2609,陽明,2026-08-21,60.7,64.5,6.26%,198985,44248,4.5
2606,裕民,2026-08-21,70.5,72.3,2.55%,15910,4790,3.32
2605,新興,2026-08-21,36.25,36.6,0.97%,37504,12217,3.07
2601,益航,2026-08-21,6.78,7.22,6.49%,12206,3413,3.58
2615,萬海,2026-08-21,113.0,124.5,10.18%,87111,24393,3.57
2428,興勤,2026-08-20,259.0,250.5,-3.28%,5192,1434,3.62
1815,富喬,2026-08-20,102.0,107.5,5.39%,134497,27687,4.86
6177,達麗,2026-08-20,46.35,47.2,1.83%,6585,2046,3.22
6173,信昌電,2026-08-20,219.0,203.0,-7.31%,39928,11108,3.59
5608,四維航,2026-08-20,18.35,18.0,-1.91%,36807,5530,6.66
6125,廣運,2026-08-20,53.9,52.4,-2.78%,7360,1341,5.49
6108,競國,2026-08-20,25.25,23.4,-7.33%,9855,2166,4.55
3167,大量,2026-08-20,696.0,665.0,-4.45%,9929,2147,4.62
2609,陽明,2026-08-20,59.9,64.5,7.68%,153031,35645,4.29
2641,正德,2026-08-20,18.7,18.85,0.8%,5216,1651,3.16
2615,萬海,2026-08-20,106.5,124.5,16.9%,76406,21171,3.61
