股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1402,遠東新,29.45,5,27136705,5427,30.65,27.3,12.27%
1504,東元,71.5,4,3487000,697,75.5,70.2,7.55%
2313,華通,212.5,4,3381266,676,222.0,204.0,8.82%
2845,遠東銀,13.6,4,5039000,1007,13.7,13.35,2.62%
2855,統一證,46.2,5,4129000,825,47.1,45.5,3.52%
2883,凱基金,31.0,4,35465593,7093,31.95,30.05,6.32%
2884,玉山金,38.15,5,45851442,9170,38.5,37.05,3.91%
3706,神達,92.1,4,3425000,685,92.8,89.3,3.92%
4938,和碩,89.3,4,4438000,887,91.0,87.4,4.12%
5483,中美晶,181.5,4,3366091,673,195.0,173.5,12.39%
6214,精誠,179.5,4,3506000,701,181.5,173.5,4.61%
