公司名稱,股票代碼,最新收盤價,標的債券,債券代號,轉換價格,差異百分比,股票成交量,股票5MA,可轉債成交量,可轉債5MA
雷科,6207,52.5,雷科五,62075,50.7,-3.43,1992526,980883.0,16,6.0
大豐電,6184,47.75,大豐電三,61843,49.4,3.46,82616,37742.0,1,0.0
泰金二,6629,116.5,泰金二KY,66292,121.7,4.46,107647,32258.0,24,5.0
