排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,3.72,100.0,4/4,53.34,166.7,6.12,60.64
2,TPU_伺服器主板與印刷電路板,2.57,100.0,5/5,-10.3,41.03,0.86,64.45
3,TPU_光通訊與連接器,6.07,100.0,4/4,28.9,16.13,9.72,28.06
4,TPU_散熱,9.35,100.0,4/4,76.3,102.04,33.8,82.42
5,記憶體控制IC,2.39,100.0,5/5,20.27,44.52,-0.37,-0.39
6,記憶體模組,7.68,100.0,7/7,53.66,37.62,-0.91,0.71
7,PCB,3.42,93.33,14/15,-91.9,-43.93,60.67,157.7
8,銅,2.74,90.0,9/10,-53.15,-98.26,24.65,24.92
9,鋼鐵,2.27,86.67,13/15,14.95,14.27,0.37,5.37
10,BBU_電池模組,4.19,85.71,6/7,-0.33,4.71,2.67,1.48
11,工業自動化與機器人,1.36,85.71,6/7,6.12,11.13,0.2,3.66
12,無塵室與機電工程,2.83,80.0,4/5,10.37,14.98,-2.77,-9.04
13,BBU_電源供應器與整合,1.31,80.0,4/5,-0.21,206.54,8.97,-16.33
14,CPO_先進封裝測試,1.54,80.0,4/5,1.41,-3.68,0.29,-2.77
15,記憶體封裝與測試,1.55,75.0,3/4,6.22,-16.35,-1.67,1.81
16,光學元件或組裝,1.95,73.33,11/15,33.99,-1.6,2.36,22.87
17,造紙,1.47,71.43,5/7,0.56,1.13,0.0,0.07
18,機器人,1.32,71.43,10/14,10.74,86.48,8.53,-13.94
19,低軌衛星,0.8,71.43,5/7,20.33,33.45,4.89,18.31
20,電池或電源,1.67,70.0,14/20,-3.75,216.48,11.82,-14.07
21,IC設計,1.42,69.23,9/13,-31.17,47.94,-1.07,56.81
22,廠務系統與水處理,1.04,57.14,4/7,-0.27,0.75,0.0,0.26
23,半導體設備,2.49,57.14,4/7,1.66,13.51,1.05,0.53
24,塑膠,0.28,55.56,10/18,4.68,-23.05,-2.07,-8.81
25,網通設備組件,1.71,55.0,11/20,109.07,241.62,23.19,102.55
26,紡織,0.32,55.0,11/20,4.12,8.57,0.04,-0.03
27,金融,0.17,52.63,10/19,4.68,-23.06,-2.07,-8.81
28,銀,0.77,50.0,2/4,-32.79,-141.76,-4.01,10.91
29,被動元件,1.03,47.37,9/19,-29.85,-88.76,1.79,-11.35
30,玻璃,-0.02,46.67,7/15,-55.34,-22.0,32.87,127.32
31,化學,0.38,40.0,8/20,10.23,-16.77,-1.23,-7.68
32,電器電纜,-0.2,40.0,4/10,-2.72,13.28,-0.6,-0.77
33,軟體設計,-0.52,33.33,5/15,-1.92,0.48,0.0,-0.06
34,軍工_無人機相關,-0.82,33.33,3/9,-38.12,29.33,-4.02,43.72
35,CPO_光通訊,0.64,33.33,2/6,33.89,7.49,3.72,3.1
36,航運,-0.35,26.67,4/15,-0.83,20.17,0.14,-1.47
37,軍工_航太製造與維修,-1.12,16.67,1/6,-2.79,4.49,-0.53,-0.86
