排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,3231,緯創,電腦及週邊設備業,上市,32772,97524
2,2344,華邦電,半導體業,上市,12142,73282
3,2301,光寶科,電腦及週邊設備業,上市,11018,61116
4,2610,華航,航運業,上市,12451,59188
5,2408,南亞科,半導體業,上市,2660,52647
6,2884,玉山金,金融保險業,上市,1328,50935
7,2618,長榮航,航運業,上市,7926,46740
8,2885,元大金,金融保險業,上市,852,30468
9,2867,三商壽,金融保險業,上市,413,27796
10,2891,中信金,金融保險業,上市,8748,26261
11,2388,威盛,半導體業,上市,4646,11456
12,3189,景碩,半導體業,上市,4575,9035
13,2542,興富發,建材營造業,上市,393,6866
14,2371,大同,電機機械,上市,1620,6145
15,2049,上銀,電機機械,上市,3132,5055
16,6285,啟碁,通信網路業,上市,493,3216
17,1513,中興電,電機機械,上市,749,3189
18,3293,鈊象,文化創意業,上櫃,340,3180
19,1907,永豐餘,造紙工業,上市,444,3065
20,2101,南港,橡膠工業,上市,641,1561
21,4576,大銀微系統,電機機械,上市,413,1355
22,3141,晶宏,半導體業,上櫃,289,1103
23,2405,輔信,電腦及週邊設備業,上市,102,1084
24,6706,惠特,光電業,上市,429,844
25,3489,森寶,建材營造業,上櫃,226,770
26,6188,廣明,電腦及週邊設備業,上櫃,129,748
27,2365,昆盈,電腦及週邊設備業,上市,216,737
28,2641,正德,航運業,上櫃,132,733
29,3701,大眾控,電腦及週邊設備業,上市,293,699
30,4991,環宇-KY,半導體業,上櫃,168,670
31,6235,華孚,電腦及週邊設備業,上市,190,653
32,6279,胡連,電子零組件業,上櫃,115,609
33,6781,AES-KY,電子零組件業,上市,282,603
34,5258,虹堡,電腦及週邊設備業,上市,15,397
35,2453,凌群,資訊服務業,上市,132,397
36,6570,維田,電腦及週邊設備業,上櫃,164,375
37,4953,緯軟,資訊服務業,上櫃,108,371
38,4912,聯德控股-KY,電子零組件業,上市,109,354
39,9934,成霖,居家生活,上市,6,342
40,1524,耿鼎,汽車工業,上市,3,318
41,1586,和勤,電機機械,上櫃,55,304
42,4303,信立,塑膠工業,上櫃,61,301
43,4971,IET-KY,半導體業,上櫃,77,283
44,6438,迅得,其他電子業,上市,100,278
45,1522,堤維西,汽車工業,上市,21,265
46,6863,永道-KY,通信網路業,上市,100,251
47,5410,國眾,資訊服務業,上櫃,46,238
48,4510,高鋒,電機機械,上櫃,87,221
49,6215,和椿,其他電子業,上市,93,197
50,8227,巨有科技,半導體業,上櫃,25,162
51,5381,合正,電子零組件業,上櫃,67,155
52,6218,豪勉,通信網路業,上櫃,49,148
53,6205,詮欣,電子零組件業,上市,1,126
54,3548,兆利,電子零組件業,上櫃,7,123
55,1558,伸興,電機機械,上市,8,115
56,3434,哲固,光電業,上櫃,14,111
57,8044,網家,數位雲端,上櫃,3,104
58,6136,富爾特,通信網路業,上市,74,102
59,6689,伊雲谷,數位雲端,上市,18,101
60,6606,建德工業,電機機械,上市,12,94
61,6150,撼訊,電腦及週邊設備業,上櫃,6,87
62,2230,泰茂,電機機械,上櫃,17,83
63,4974,亞泰,電子零組件業,上櫃,14,72
64,3354,律勝,電子零組件業,上櫃,21,49
65,3122,笙泉,半導體業,上櫃,13,27
66,6576,逸達,生技醫療業,上櫃,1,26
