股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
3211,順達,BBU_電池模組,9.86,15.37,10610
4931,新盛力,BBU_電池模組,9.8,14.4,5791
6558,興能高,BBU_電池模組,2.74,7.58,475
3323,加百裕,BBU_電池模組,2.73,5.79,1118
6781,AES-KY,BBU_電池模組,2.35,13.07,1045
6121,新普,BBU_電池模組,2.15,4.97,1047
3625,西勝,BBU_電池模組,-0.3,1.51,126
3305,昇貿,BBU_電源供應器與整合,2.69,11.71,1418
2308,台達電,BBU_電源供應器與整合,1.82,6.33,10907
2301,光寶科,BBU_電源供應器與整合,1.41,10.02,40398
5309,系統電,BBU_電源供應器與整合,0.95,5.35,3435
3625,西勝,BBU_電源供應器與整合,-0.3,1.51,126
6451,訊芯-KY,CPO_先進封裝測試,5.12,20.69,9222
6257,矽格,CPO_先進封裝測試,2.22,5.88,3632
3265,台星科,CPO_先進封裝測試,1.29,3.28,1225
3363,上詮,CPO_先進封裝測試,0.67,15.05,3980
6515,穎崴,CPO_先進封裝測試,-1.6,8.4,480
3081,聯亞,CPO_光通訊,9.95,32.68,5144
6442,光聖,CPO_光通訊,3.28,11.42,3471
4979,華星光,CPO_光通訊,-0.81,19.9,3293
3163,波若威,CPO_光通訊,-1.66,18.73,11407
4977,眾達-KY,CPO_光通訊,-2.81,13.99,3430
2455,全新,CPO_光通訊,-4.12,15.89,35122
6643,M31,IC設計,9.9,11.38,1138
6531,愛普*,IC設計,5.26,22.78,1832
3443,創意,IC設計,2.05,7.05,1855
3443,創意,IC設計,2.05,7.05,1855
6533,晶心科,IC設計,1.97,0.65,712
3661,世芯-KY,IC設計,1.39,12.62,1788
3661,世芯-KY,IC設計,1.39,12.62,1788
3529,力旺,IC設計,1.14,11.3,1112
8054,安國,IC設計,0.24,5.04,792
3035,智原,IC設計,-0.29,6.88,3330
3035,智原,IC設計,-0.29,6.88,3330
2454,聯發科,IC設計,-2.0,0.26,7213
2388,威盛,IC設計,-4.34,4.61,8432
6213,聯茂,PCB,9.97,29.76,30617
8358,金居,PCB,9.87,17.25,20821
3715,定穎投控,PCB,6.39,11.48,9057
2368,金像電,PCB,4.79,12.96,12847
8046,南電,PCB,4.25,15.95,3733
6274,台燿,PCB,4.08,25.41,16758
1815,富喬,PCB,3.46,19.07,40681
3189,景碩,PCB,3.02,22.21,23356
2367,燿華,PCB,1.92,11.58,6904
2316,楠梓電,PCB,1.88,9.06,1966
2313,華通,PCB,1.15,18.87,48541
