股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
9955,佳龍,2026-01-13,35.25,36.9,4.68%,12063,1850,6.52
5291,邑昇,2026-01-13,42.35,40.95,-3.31%,7886,1096,7.2
6517,保勝光學,2026-01-13,75.9,76.5,0.79%,6667,1042,6.39
6163,華電網,2026-01-13,68.1,67.2,-1.32%,71397,13419,5.32
5425,台半,2026-01-13,61.1,65.8,7.69%,38652,3741,10.33
2305,全友,2026-01-13,13.25,13.6,2.64%,9635,1427,6.75
2312,金寶,2026-01-13,26.1,27.55,5.56%,213224,36449,5.85
2419,仲琦,2026-01-13,29.3,29.8,1.71%,29004,4623,6.27
2478,大毅,2026-01-13,65.5,71.5,9.16%,10206,2004,5.09
5302,太欣,2026-01-13,13.3,12.3,-7.52%,5044,996,5.06
5302,太欣,2026-01-12,11.7,12.3,5.13%,5658,750,7.54
1312,國喬,2026-01-12,12.6,13.05,3.57%,39564,7122,5.55
1810,和成,2026-01-12,20.0,18.95,-5.25%,16599,2814,5.9
3041,揚智,2026-01-12,27.2,26.2,-3.68%,5792,1002,5.78
4541,晟田,2026-01-12,46.2,48.7,5.41%,17962,1908,9.41
1586,和勤,2026-01-09,30.1,27.1,-9.97%,8972,1073,8.36
4541,晟田,2026-01-09,44.45,48.7,9.56%,6014,1044,5.76
4973,廣穎,2026-01-09,51.3,49.8,-2.92%,31220,5285,5.91
3498,陽程,2026-01-09,56.2,53.4,-4.98%,6732,1142,5.9
3494,誠研,2026-01-09,8.63,8.5,-1.51%,5486,548,10.0
4167,松瑞藥,2026-01-09,19.1,19.7,3.14%,6272,1099,5.71
3693,營邦,2026-01-09,365.5,366.0,0.14%,5396,760,7.1
6015,宏遠證,2026-01-09,12.85,13.3,3.5%,9641,1700,5.67
6016,康和證,2026-01-09,15.85,15.65,-1.26%,24540,4034,6.08
1789,神隆,2026-01-09,24.0,24.15,0.62%,18357,1619,11.33
6443,元晶,2026-01-09,32.3,37.5,16.1%,276161,55019,5.02
1714,和桐,2026-01-09,9.28,9.0,-3.02%,39571,4214,9.39
6776,展碁國際,2026-01-09,58.2,56.4,-3.09%,6995,1260,5.55
8088,品安,2026-01-09,55.8,54.8,-1.79%,68272,12052,5.66
3588,通嘉,2026-01-09,54.5,52.2,-4.22%,5601,595,9.4
