排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,玻璃,4.02,100.0,15/15,80.59,66.18,3.08,1.85
2,造紙,1.37,100.0,7/7,0.26,-0.25,0.0,-0.01
3,無塵室與機電工程,6.09,100.0,5/5,42.46,83.16,0.93,2.34
4,被動元件,7.83,100.0,19/19,-11.48,-32.55,1.69,48.68
5,記憶體封裝與測試,4.12,100.0,4/4,3.11,-7.66,3.13,-2.27
6,軍工_航太製造與維修,3.29,100.0,6/6,3.89,3.77,0.14,0.13
7,半導體設備,4.55,100.0,7/7,-1.7,-0.95,1.77,3.54
8,化學,3.68,100.0,20/20,69.55,45.56,-0.48,-2.23
9,銀,6.49,100.0,4/4,-10.93,-45.72,2.08,82.04
10,TPU_散熱,6.7,100.0,4/4,-9.64,-46.77,9.8,19.63
11,銅,5.93,100.0,10/10,74.67,116.77,-4.27,-20.55
12,TPU_伺服器主板與印刷電路板,5.17,100.0,5/5,85.58,123.41,-2.23,-27.82
13,PCB,5.57,100.0,15/15,159.4,264.29,32.07,63.15
14,電器電纜,3.67,100.0,10/10,26.36,9.34,0.62,-1.0
15,CPO_先進封裝測試,4.3,100.0,5/5,11.68,6.69,-1.31,-10.57
16,航運,1.58,93.33,14/15,17.29,84.45,7.48,-2.97
17,機器人,3.36,92.86,13/14,13.92,9.42,-5.83,-47.52
18,IC設計,5.88,92.31,12/13,-73.3,-113.22,3.58,-1.72
19,網通設備組件,3.47,90.0,18/20,-32.49,-167.55,-16.74,-30.36
20,電池或電源,2.78,90.0,18/20,7.52,2.41,-8.39,-53.94
21,軍工_無人機相關,3.59,88.89,8/9,-14.91,-100.21,-15.14,-32.22
22,鋼鐵,0.8,86.67,13/15,5.92,12.72,-0.37,-1.46
23,光學元件或組裝,4.11,86.67,13/15,-12.07,-5.13,-1.18,8.31
24,軟體設計,1.1,86.67,13/15,1.63,1.4,-0.05,-0.11
25,BBU_電池模組,1.81,85.71,6/7,3.4,2.9,-4.33,-9.61
26,記憶體模組,1.69,85.71,6/7,-43.46,-118.96,-14.28,-45.26
27,BBU_電源供應器與整合,2.06,80.0,4/5,-12.05,-10.68,-5.02,-45.59
28,塑膠,1.32,77.78,14/18,28.58,10.12,0.25,0.05
29,TPU_光通訊與連接器,2.6,75.0,3/4,-6.33,-13.96,-0.96,7.05
30,紡織,0.62,75.0,15/20,10.25,18.56,-2.35,-3.9
31,金融,1.21,73.68,14/19,28.59,10.12,0.25,0.05
32,工業自動化與機器人,1.62,71.43,5/7,6.96,12.83,-0.12,0.9
33,低軌衛星,1.54,71.43,5/7,12.74,-3.51,-2.41,15.66
34,廠務系統與水處理,1.56,71.43,5/7,2.82,-0.21,-0.01,-0.03
35,CPO_光通訊,2.24,66.67,4/6,-41.51,-46.43,2.68,7.88
36,記憶體製造,1.88,50.0,2/4,-70.0,-243.02,-7.47,-29.59
37,記憶體控制IC,-0.12,40.0,2/5,-3.14,-19.85,0.07,-0.01
