排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2002,中鋼,鋼鐵工業,上市,23826,116311
2,8112,至上,電子通路業,上市,31803,49625
3,3231,緯創,電腦及週邊設備業,上市,2080,40043
4,5351,鈺創,半導體業,上櫃,1647,39820
5,2883,凱基金,金融保險業,上市,3329,24380
6,1101,台泥,水泥工業,上市,1360,20572
7,2103,台橡,橡膠工業,上市,7347,19469
8,3006,晶豪科,半導體業,上市,224,17331
9,2603,長榮,航運業,上市,6134,15909
10,2891,中信金,金融保險業,上市,3255,15315
11,2615,萬海,航運業,上市,4012,13346
12,1717,長興,化學工業,上市,4319,12765
13,2377,微星,電腦及週邊設備業,上市,277,11309
14,9921,巨大,運動休閒,上市,4278,9774
15,4938,和碩,電腦及週邊設備業,上市,170,7410
16,2867,三商壽,金融保險業,上市,132,7302
17,1904,正隆,造紙工業,上市,1599,7040
18,2388,威盛,半導體業,上市,160,6303
19,6456,GIS-KY,光電業,上市,2077,5629
20,2474,可成,其他電子業,上市,2951,5589
21,1608,華榮,電器電纜,上市,2562,5239
22,8422,可寧衛,綠能環保,上市,976,4896
23,2605,新興,航運業,上市,8,4764
24,2609,陽明,航運業,上市,3035,4711
25,2031,新光鋼,鋼鐵工業,上市,65,4617
26,2030,彰源,鋼鐵工業,上市,976,4529
27,2034,允強,鋼鐵工業,上市,576,4353
28,2009,第一銅,鋼鐵工業,上市,364,3651
29,3003,健和興,電子零組件業,上市,1216,3594
30,1216,統一,食品工業,上市,1102,3358
31,6202,盛群,半導體業,上市,903,3230
32,9914,美利達,運動休閒,上市,1343,3229
33,3293,鈊象,文化創意業,上櫃,939,3130
34,2392,正崴,電子零組件業,上市,1665,3093
35,1907,永豐餘,造紙工業,上市,314,2980
36,1440,南紡,紡織纖維,上市,1159,2948
37,2542,興富發,建材營造業,上市,1030,2876
38,2637,慧洋-KY,航運業,上市,64,2763
39,2376,技嘉,電腦及週邊設備業,上市,754,2754
40,1319,東陽,汽車工業,上市,1088,2456
41,5469,瀚宇博,電子零組件業,上市,154,2419
42,3141,晶宏,半導體業,上櫃,30,2347
43,6279,胡連,電子零組件業,上櫃,284,2259
44,6781,AES-KY,電子零組件業,上市,453,2050
45,1710,東聯,化學工業,上市,1619,2028
46,2520,冠德,建材營造業,上市,80,2014
47,2104,國際中橡,橡膠工業,上市,66,1947
48,2108,南帝,橡膠工業,上市,319,1938
49,2357,華碩,電腦及週邊設備業,上市,866,1859
50,6112,邁達特,資訊服務業,上市,67,1781
51,4961,天鈺,半導體業,上市,82,1685
52,9941,裕融,其他業,上市,239,1630
53,6589,台康生技,生技醫療業,上櫃,623,1618
54,1308,亞聚,塑膠工業,上市,148,1617
55,2033,佳大,鋼鐵工業,上市,599,1490
56,6152,百一,通信網路業,上市,794,1427
57,1304,台聚,塑膠工業,上市,86,1392
58,2536,宏普,建材營造業,上市,715,1388
59,3712,永崴投控,電腦及週邊設備業,上市,219,1230
