排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,工業自動化與機器人,2.12,100.0,7/7,6.21,7.76,-0.44,-9.84
2,CPO_先進封裝測試,4.93,100.0,5/5,5.27,4.93,-0.07,0.34
3,CPO_光通訊,7.46,100.0,6/6,16.55,4.0,10.2,40.85
4,TPU_光通訊與連接器,6.54,100.0,4/4,-27.71,-64.76,18.0,52.05
5,TPU_散熱,4.58,100.0,4/4,-5.58,-35.77,7.11,42.6
6,光學元件或組裝,4.97,86.67,13/15,16.55,23.39,19.4,58.42
7,記憶體模組,2.21,85.71,6/7,40.07,-1.09,0.0,-2.12
8,TPU_伺服器主板與印刷電路板,1.17,80.0,4/5,6.51,52.35,24.02,29.24
9,電器電纜,1.6,80.0,8/10,22.63,40.16,0.12,0.05
10,銅,3.02,80.0,8/10,10.0,45.54,7.56,20.79
11,玻璃,2.63,73.33,11/15,27.04,72.2,-0.96,8.26
12,機器人,1.76,71.43,10/14,-1.58,-43.51,2.61,22.34
13,半導體設備,2.83,71.43,5/7,18.94,14.89,-5.2,-5.17
14,化學,1.36,70.0,14/20,2.65,-23.92,7.98,18.12
15,IC設計,1.68,69.23,9/13,18.21,118.52,7.69,-12.14
16,塑膠,0.5,66.67,12/18,-17.46,-53.82,8.13,17.36
17,PCB,1.51,66.67,10/15,-83.01,-41.24,23.07,13.32
18,網通設備組件,2.23,65.0,13/20,-8.36,70.59,7.99,30.52
19,金融,0.35,63.16,12/19,-17.46,-53.83,8.13,17.36
20,記憶體控制IC,0.39,60.0,3/5,2.82,14.01,0.0,-0.03
21,被動元件,1.87,57.89,11/19,-134.48,-313.42,11.78,75.1
22,造紙,-12.23,57.14,4/7,0.82,2.78,0.0,-0.01
23,BBU_電池模組,0.52,57.14,4/7,4.94,14.13,7.53,33.74
24,低軌衛星,1.46,57.14,4/7,-24.24,-50.01,4.39,-11.51
25,記憶體封裝與測試,-1.42,50.0,2/4,-29.63,-42.15,0.04,1.6
26,記憶體製造,2.78,50.0,2/4,-26.28,324.38,-19.37,-6.36
27,軍工_航太製造與維修,0.22,50.0,3/6,-2.05,-8.2,0.05,0.03
28,電池或電源,0.12,50.0,10/20,-9.53,-45.88,14.33,69.44
29,軟體設計,-0.3,46.67,7/15,0.25,-0.93,0.0,-0.01
30,廠務系統與水處理,-1.0,42.86,3/7,-0.28,-2.6,0.0,0.06
31,無塵室與機電工程,0.76,40.0,2/5,-5.4,-19.5,-2.14,-2.18
32,紡織,0.26,35.0,7/20,-0.97,-6.88,0.31,0.52
33,航運,-0.1,33.33,5/15,-10.33,22.03,4.52,6.1
34,鋼鐵,-0.42,26.67,4/15,5.61,22.7,0.12,6.27
35,銀,-1.28,25.0,1/4,-99.86,-142.58,2.78,26.54
36,BBU_電源供應器與整合,-0.73,20.0,1/5,-18.76,-72.66,6.7,35.73
37,軍工_無人機相關,-1.51,11.11,1/9,-3.23,80.94,-4.93,-15.73
