股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1409,新纖,17.55,10.03%,48456,2.14
1711,永光,59.6,78.71%,50378,1.8
1717,長興,82.7,23.25%,128564,1.79
1721,三晃,27.25,59.36%,14634,2.11
2338,光罩,51.8,14.73%,27086,2.5
2340,台亞,42.95,47.59%,26240,3.52
2351,順德,166.0,40.68%,13549,2.04
2436,偉詮電,78.3,24.88%,62775,3.34
2464,盟立,94.0,38.24%,31474,2.45
3024,憶聲,13.95,34.78%,15482,5.34
3338,泰碩,77.7,28.64%,12501,3.5
3605,宏致,73.9,10.96%,14374,2.38
3701,大眾控,78.6,39.36%,24606,1.75
4540,全球傳動,59.1,36.33%,10433,2.27
4919,新唐,154.0,68.49%,13881,1.61
4960,誠美材,44.95,119.27%,11789,1.81
6213,聯茂,297.0,50.76%,40808,2.34
6269,台郡,70.0,9.2%,13542,2.14
6270,倍微,31.25,26.77%,12824,3.14
6548,長科*,61.1,25.2%,24524,1.89
8028,昇陽半導體,230.0,22.99%,34886,1.95
8070,長華*,49.45,11.75%,10534,1.65
8074,鉅橡,81.2,32.68%,16711,2.38
8150,南茂,79.8,31.03%,109739,1.97
