排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,6.8,100.0,7/7,19.26,23.35,-4.69,-6.56
2,工業自動化與機器人,2.38,100.0,7/7,-2.99,8.97,3.32,4.05
3,記憶體模組,5.16,100.0,7/7,-21.9,39.08,4.48,-4.79
4,TPU_散熱,6.09,100.0,4/4,8.04,17.08,5.81,15.6
5,軍工_無人機相關,2.64,88.89,8/9,-12.01,81.98,57.96,82.79
6,軍工_航太製造與維修,3.12,83.33,5/6,0.17,1.08,-0.12,-0.13
7,記憶體控制IC,5.36,80.0,4/5,1.69,3.11,-0.09,-0.17
8,TPU_伺服器主板與印刷電路板,0.87,80.0,4/5,-19.85,-4.09,10.11,16.34
9,機器人,2.27,78.57,11/14,-44.68,-16.19,1.99,22.9
10,記憶體封裝與測試,1.89,75.0,3/4,-0.29,15.79,-4.02,-11.5
11,電池或電源,2.72,75.0,15/20,-1.6,69.73,-6.58,6.97
12,TPU_光通訊與連接器,0.56,75.0,3/4,-2.6,25.06,-4.71,1.02
13,軟體設計,1.8,73.33,11/15,1.09,0.4,-0.0,0.11
14,玻璃,1.24,66.67,10/15,-17.65,-41.83,-1.12,-3.1
15,IC設計,3.81,61.54,8/13,-6.86,145.72,59.64,130.9
16,銅,2.27,60.0,6/10,0.28,-77.42,10.22,32.37
17,CPO_先進封裝測試,0.44,60.0,3/5,-0.48,-11.17,4.42,14.0
18,BBU_電源供應器與整合,1.13,60.0,3/5,-21.34,33.98,-4.73,12.44
19,半導體設備,1.61,57.14,4/7,-14.29,-41.09,5.49,21.79
20,PCB,0.19,53.33,8/15,-38.97,-181.71,11.23,39.03
21,網通設備組件,0.87,50.0,10/20,-6.69,105.43,50.76,94.0
22,記憶體製造,1.52,50.0,2/4,-10.6,93.16,-10.16,-34.16
23,化學,0.65,50.0,10/20,17.16,44.83,-3.04,-9.89
24,低軌衛星,-1.12,42.86,3/7,-31.24,-47.4,-2.45,-9.33
25,無塵室與機電工程,-0.08,40.0,2/5,11.69,27.7,-8.4,-16.46
26,紡織,0.57,35.0,7/20,-6.35,-10.69,0.08,1.5
27,CPO_光通訊,-1.49,33.33,2/6,-14.06,11.5,-10.05,-1.93
28,光學元件或組裝,-1.28,33.33,5/15,2.78,49.41,-18.52,-14.29
29,造紙,-0.88,28.57,2/7,-0.21,-0.13,0.06,0.1
30,廠務系統與水處理,-0.57,28.57,2/7,0.26,-0.23,0.06,0.0
31,塑膠,-0.51,27.78,5/18,11.97,29.19,-0.13,-1.87
32,航運,-0.19,26.67,4/15,-2.66,-5.99,2.85,8.97
33,金融,-0.54,26.32,5/19,11.97,29.21,-0.13,-1.87
34,銀,-2.2,25.0,1/4,-10.75,28.34,-5.64,-18.59
35,被動元件,-1.12,21.05,4/19,-60.53,-8.6,-4.09,10.44
36,電器電纜,-0.64,10.0,1/10,-5.59,-4.59,4.24,5.82
37,鋼鐵,-1.04,0.0,0/15,-10.45,-36.44,-2.65,-2.41
