股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1210,大成,55.6,5,14290000,2858,56.0,54.5,2.75%
1402,遠東新,28.55,4,60491000,12098,28.75,26.7,7.68%
2105,正新,33.95,4,29973027,5994,35.1,33.2,5.72%
2379,瑞昱,678.0,4,5569824,1113,678.0,602.0,12.62%
2382,廣達,362.5,5,48621431,9724,386.5,359.0,7.66%
2542,興富發,45.05,5,20551000,4110,47.1,42.65,10.43%
2597,潤弘,187.5,4,3366000,673,205.0,181.5,12.95%
2633,台灣高鐵,26.15,4,5606090,1121,26.25,25.25,3.96%
2855,統一證,52.6,4,17409836,3481,54.5,49.55,9.99%
2881,富邦金,132.0,5,49170278,9834,132.5,120.5,9.96%
2883,凱基金,29.7,4,182135750,36427,30.2,27.45,10.02%
2886,兆豐金,44.5,4,9851340,1970,44.95,42.65,5.39%
2912,統一超,228.0,4,2712950,542,232.0,221.0,4.98%
4915,致伸,75.7,4,5408507,1081,78.8,74.0,6.49%
5871,中租-KY,116.5,5,18884665,3776,123.0,114.0,7.89%
9941,裕融,81.6,4,6913677,1382,89.0,81.2,9.61%
