排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2892,第一金,金融保險業,上市,10505,134319
2,2801,彰銀,金融保險業,上市,1004,85830
3,2618,長榮航,航運業,上市,26257,74349
4,5880,合庫金,金融保險業,上市,5331,49919
5,2886,兆豐金,金融保險業,上市,4687,41935
6,2867,三商壽,金融保險業,上市,4060,35878
7,2542,興富發,建材營造業,上市,995,23721
8,1216,統一,食品工業,上市,1400,17952
9,2412,中華電,通信網路業,上市,1120,16490
10,3045,台灣大,通信網路業,上市,330,16376
11,2401,凌陽,半導體業,上市,11476,15055
12,2880,華南金,金融保險業,上市,3347,14707
13,2027,大成鋼,鋼鐵工業,上市,20,12824
14,2501,國建,建材營造業,上市,1153,12016
15,2897,王道銀行,金融保險業,上市,62,9683
16,2903,遠百,貿易百貨業,上市,2130,6780
17,2377,微星,電腦及週邊設備業,上市,1038,5898
18,2634,漢翔,航運業,上市,620,5138
19,1722,台肥,化學工業,上市,1162,4957
20,4306,炎洲,塑膠工業,上市,565,4855
21,2915,潤泰全,貿易百貨業,上市,1996,4478
22,8454,富邦媒,數位雲端,上市,18,4404
23,2820,華票,金融保險業,上市,99,4267
24,1909,榮成,造紙工業,上市,993,4100
25,5471,松翰,半導體業,上市,2363,3503
26,5534,長虹,建材營造業,上市,39,3261
27,2405,輔信,電腦及週邊設備業,上市,1348,3233
28,1307,三芳,塑膠工業,上市,94,2507
29,2101,南港,橡膠工業,上市,353,2449
30,4904,遠傳,通信網路業,上市,468,2442
31,9921,巨大,運動休閒,上市,355,2313
32,3026,禾伸堂,電子零組件業,上市,198,2264
33,3303,岱稜,其他電子業,上櫃,398,1983
34,2243,宏旭-KY,汽車工業,上市,52,1625
35,3322,建舜電,電子零組件業,上櫃,36,1243
36,3004,豐達科,鋼鐵工業,上市,523,1201
37,8476,台境*,綠能環保,上市,43,1200
38,3545,敦泰,半導體業,上市,868,1148
39,1532,勤美,電機機械,上市,397,1106
40,5608,四維航,航運業,上市,35,1000
41,4541,晟田,其他業,上櫃,114,872
42,2543,皇昌,建材營造業,上市,135,840
43,6613,朋億*,其他電子業,上櫃,95,757
44,5288,豐祥-KY,電機機械,上市,10,681
45,4961,天鈺,半導體業,上市,315,618
46,4556,旭然,其他業,上櫃,14,597
47,2636,台驊控股,航運業,上市,25,523
48,5515,建國,建材營造業,上市,89,428
49,8415,大國鋼,鋼鐵工業,上櫃,39,372
50,8341,日友,綠能環保,上市,10,350
51,5291,邑昇,電子零組件業,上櫃,203,315
52,4536,拓凱,運動休閒,上市,24,263
53,2029,盛餘,鋼鐵工業,上市,2,233
54,1540,喬福,電機機械,上市,56,205
55,1103,嘉泥,水泥工業,上市,89,190
56,9925,新保,其他業,上市,11,188
57,6625,必應,其他業,上市,60,167
58,2723,美食-KY,觀光餐旅,上市,5,149
59,6570,維田,電腦及週邊設備業,上櫃,25,146
60,2611,志信,航運業,上市,15,138
61,2066,世德,電機機械,上櫃,19,136
62,5403,中菲,資訊服務業,上櫃,10,110
63,6418,詠昇,電子零組件業,上櫃,32,84
64,1339,昭輝,汽車工業,上市,15,81
65,8462,柏文,運動休閒,上市,11,70
66,8908,欣雄,油電燃氣業,上櫃,15,54
67,2114,鑫永銓,橡膠工業,上市,6,51
68,2908,特力,貿易百貨業,上市,28,43
69,5283,禾聯碩,電器電纜,上市,5,42
70,6230,尼得科超眾,電腦及週邊設備業,上市,16,36
71,3130,一零四,數位雲端,上市,9,24
