股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6189,豐藝,2026-06-16,57.9,56.6,-2.25%,13177,3439,3.83
5302,太欣,2026-06-16,11.65,12.7,9.01%,6643,1190,5.58
4721,美琪瑪,2026-06-16,106.0,98.5,-7.08%,10824,2359,4.59
3630,新鉅科,2026-06-16,30.6,33.55,9.64%,8920,2922,3.05
6517,保勝光學,2026-06-16,70.2,76.6,9.12%,6237,1512,4.12
6449,鈺邦,2026-06-16,455.5,418.5,-8.12%,5532,955,5.79
5457,宣德,2026-06-16,39.1,38.45,-1.66%,11286,1779,6.34
5471,松翰,2026-06-16,58.5,57.5,-1.71%,16347,4986,3.28
3236,千如,2026-06-16,72.0,65.8,-8.61%,34110,10879,3.14
3026,禾伸堂,2026-06-16,882.0,815.0,-7.6%,19549,3080,6.35
3016,嘉晶,2026-06-16,125.5,119.5,-4.78%,29035,9476,3.06
2606,裕民,2026-06-16,63.1,61.1,-3.17%,22777,7313,3.11
6259,百徽,2026-06-16,32.0,31.8,-0.62%,5902,1413,4.18
2527,宏璟,2026-06-16,40.3,39.95,-0.87%,5496,828,6.63
2504,國產,2026-06-16,36.75,36.25,-1.36%,12208,3779,3.23
6153,嘉聯益,2026-06-16,25.0,23.1,-7.6%,48271,14874,3.25
6156,松上,2026-06-16,23.75,22.9,-3.58%,5781,1370,4.22
2425,承啟,2026-06-16,38.8,39.5,1.8%,8114,1749,4.64
8042,金山電,2026-06-16,196.5,192.5,-2.04%,27538,3475,7.92
6173,信昌電,2026-06-16,309.5,287.0,-7.27%,33270,6289,5.29
2340,台亞,2026-06-16,37.3,39.1,4.83%,27123,8740,3.1
5457,宣德,2026-06-15,39.1,38.45,-1.66%,5577,1354,4.12
3303,岱稜,2026-06-15,61.6,59.7,-3.08%,11583,1191,9.72
6834,天二科技,2026-06-15,89.1,84.0,-5.72%,13199,4102,3.22
6202,盛群,2026-06-15,59.4,62.0,4.38%,22672,5118,4.43
3236,千如,2026-06-15,64.8,65.8,1.54%,38997,9743,4.0
2537,聯上發,2026-06-15,11.4,11.4,0.0%,9217,2854,3.23
2483,百容,2026-06-15,40.0,35.85,-10.37%,17828,4387,4.06
2385,群光,2026-06-15,131.0,116.5,-11.07%,24020,5407,4.44
6834,天二科技,2026-06-12,82.0,84.0,2.44%,12970,3698,3.51
8021,尖點,2026-06-12,608.0,518.0,-14.8%,26962,8455,3.19
6239,力成,2026-06-12,346.0,346.5,0.14%,93629,30419,3.08
1714,和桐,2026-06-12,14.95,17.95,20.07%,132650,28791,4.61
4934,太極,2026-06-12,17.2,17.3,0.58%,5772,1680,3.43
6173,信昌電,2026-06-12,276.5,287.0,3.8%,20517,4435,4.63
5498,凱崴,2026-06-12,68.0,66.2,-2.65%,29814,7488,3.98
5410,國眾,2026-06-12,45.25,46.2,2.1%,6987,1792,3.9
3532,台勝科,2026-06-12,326.5,394.5,20.83%,12061,2827,4.27
3441,聯一光,2026-06-12,72.0,81.0,12.5%,18984,6072,3.13
3290,東浦,2026-06-12,63.6,66.0,3.77%,7121,2259,3.15
2425,承啟,2026-06-12,40.05,39.5,-1.37%,8040,1244,6.46
2406,國碩,2026-06-12,42.2,35.2,-16.59%,112618,27723,4.06
8182,加高,2026-06-12,56.5,51.4,-9.03%,22412,6945,3.23
