排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,4,244266,657985
2,2303,聯電,半導體業,上市,5,44758,122646
3,8150,南茂,半導體業,上市,5,4586,52135
4,2449,京元電子,半導體業,上市,5,17914,51844
5,3481,群創,光電業,上市,3,7001,44567
6,6116,彩晶,光電業,上市,3,17801,33723
7,6257,矽格,半導體業,上市,5,4547,32015
8,2609,陽明,航運業,上市,4,616,31089
9,3711,日月光投控,半導體業,上市,5,10582,28515
10,6168,宏齊,光電業,上市,5,4537,21833
11,5347,世界,半導體業,上櫃,5,4204,18160
12,2892,第一金,金融保險業,上市,4,4496,15277
13,3189,景碩,半導體業,上市,4,12938,13904
14,1718,中纖,化學工業,上市,4,2654,13527
15,2618,長榮航,航運業,上市,3,8611,13497
16,5880,合庫金,金融保險業,上市,5,260,12765
17,3037,欣興,電子零組件業,上市,3,6235,12199
18,1312,國喬,塑膠工業,上市,4,3820,12157
19,2855,統一證,金融保險業,上市,5,2368,11914
20,3016,嘉晶,半導體業,上市,3,8041,10749
21,6239,力成,半導體業,上市,5,499,9932
22,2885,元大金,金融保險業,上市,4,4091,9835
23,2605,新興,航運業,上市,4,156,9330
24,2884,玉山金,金融保險業,上市,4,1770,8716
25,6456,GIS-KY,光電業,上市,4,2953,8027
26,2610,華航,航運業,上市,3,5288,7819
27,2441,超豐,半導體業,上市,4,2623,7546
28,3576,聯合再生,光電業,上市,4,1470,7478
29,2327,國巨,電子零組件業,上市,3,9188,7395
30,2454,聯發科,半導體業,上市,4,1245,7247
31,3035,智原,半導體業,上市,5,3390,7113
32,2308,台達電,電子零組件業,上市,4,787,7089
33,2603,長榮,航運業,上市,5,537,7059
34,3702,大聯大,電子通路業,上市,4,456,6964
35,2376,技嘉,電腦及週邊設備業,上市,5,97,6540
36,2377,微星,電腦及週邊設備業,上市,5,566,4871
37,6133,金橋,電子零組件業,上市,4,439,4229
38,2881,富邦金,金融保險業,上市,4,1009,4132
39,3707,漢磊,半導體業,上櫃,5,1176,3908
40,1569,濱川,電腦及週邊設備業,上櫃,5,171,3830
41,5425,台半,半導體業,上櫃,3,2021,3666
42,8299,群聯,半導體業,上櫃,4,1451,3582
43,1313,聯成,塑膠工業,上市,4,251,3539
44,2474,可成,其他電子業,上市,5,257,3510
45,3044,健鼎,電子零組件業,上市,5,1383,3428
46,2340,台亞,半導體業,上市,5,354,3409
47,3265,台星科,半導體業,上櫃,4,1664,3365
