stock_id,lots
1101,26655
1102,4626
1103,-71
1104,52
1108,-30
1109,-4
1110,-34
1201,-238
1203,-1
1210,-152
1213,0
1215,-218
1216,937
1217,-142
1218,28
1219,13
1220,-3
1225,9
1227,2
1229,199
1231,-44
1232,0
1233,0
1234,-12
1235,8
1236,-1
1240,-1
1256,-11
1259,0
1264,-6
1268,-1
1294,-1
1301,-4950
1303,-16177
1304,306
1305,104
1307,21
1308,266
1309,68
1310,671
1312,2207
1313,463
1314,12883
1315,0
1316,28
1319,-404
1321,0
1323,-5
1324,-5
1325,-2
1326,-3583
1336,8
1337,17
1338,3
1339,-20
1340,12
1341,0
1342,-9
1402,236
1409,-371
1410,0
1413,0
1414,8
1416,53
1417,7
1418,0
1419,-5
1423,0
1432,5
1434,91
1435,0
1436,-27
1437,2
1438,0
1439,0
1440,-13
1442,-236
1443,0
1444,6
1445,0
1446,0
1447,156
1449,21
1451,2
1452,-1
1453,-2
1454,-2
1455,68
1456,-3
1457,-2
1459,14
1460,-23
1463,0
1464,-3
1465,-11
1466,13
1467,0
1468,0
1470,0
1471,-21
1472,1
1473,-3
1474,-1
1475,0
1476,-25
1477,71
1503,-41
1504,-44
1506,-32
1512,0
1513,34
1514,550
1515,-138
1516,-2
1517,-15
1519,-107
1521,-8
1522,22
1524,63
1525,0
1526,0
1527,17
1528,-47
1529,-86
1530,-10
1531,10
1532,-12
1533,-9
1535,-1
1536,-71
1537,-12
1538,0
1539,0
1540,0
1541,0
1558,24
1560,109
1563,41
1565,-6
1568,0
1569,387
1570,0
1580,-1
1582,21
1583,0
1584,-31
1586,-10
1587,-10
1590,-71
1591,34
1593,0
1595,-217
1597,-67
1598,17
1599,-1
1603,4
1604,9
1605,-3716
1608,401
1609,552
1611,-132
1612,40
1614,-6
1615,-1
1616,7
1617,207
1618,-46
1626,-4
1702,51
1707,-8
1708,189
1709,-1027
1710,-496
1711,346
1712,48
1713,-9
1714,-593
1717,17
1718,0
1720,5
1721,112
1722,-1112
1723,-57
1725,17
1726,0
1727,4763
1730,-1
1731,-7
1732,-6
1733,-2
1734,15
1735,2
1736,65
1737,13
1742,0
1752,-2
1760,-2
1762,-4
1773,-30
1776,0
1777,-5
1781,0
1783,-6
1784,30
1785,-397
1786,6
1788,-2
1789,33
1795,60
1796,0
1799,6
1802,-4650
1805,0
1806,-4
1808,-2075
1809,-905
1810,248
1813,-1
1815,-3617
1817,0
1903,10
1904,3
1905,131
1906,-34
1907,-217
1909,-297
2002,-4891
2006,53
2007,-1
2008,0
2009,-171
2010,-135
2012,-1
2013,-2
2014,481
2015,1
2017,6
2020,21
2022,-6
2023,-58
2024,-1
2025,15
2027,-492
2028,-1
2029,16
2030,-528
2031,69
2032,-15
2033,-866
2034,560
2035,0
2038,-11
2049,-681
2059,-10
2061,149
2062,-9
2063,0
2064,0
2065,-3
2066,0
2067,0
2069,-430
2070,-11
2073,0
2101,-221
2102,-102
2103,1409
2104,6438
2105,-34
2106,46
2107,23
2108,28
2114,1
2115,0
2201,-409
2204,-106
2206,63
2207,-26
2208,1587
2211,-66
2221,-860
2227,-10
2228,10
2230,4
2231,-4
2233,-94
2235,0
2236,25
2239,-6
2241,-315
2243,-64
2247,-1
2248,-3
2250,8
2301,-2593
2302,-368
2303,-8582
2305,-837
2308,679
2312,-1465
2313,1423
2314,-3
2316,-394
2317,10814
2321,0
2323,-202
2324,-8422
2327,-3901
2328,206
2329,899
2330,7766
2331,3
2332,261
2337,3140
2338,-67
2340,40
2342,2750
2344,6897
2345,-743
2347,2414
2348,32
2349,66
2351,327
2352,-513
2353,966
2354,1459
2355,24
2356,-3524
2357,139
2359,-269
2360,-322
2362,9
2363,-169
2364,-46
2365,-48
2367,79
2368,2262
2369,-1806
2371,-953
2373,-1
2374,-203
2375,-192
2376,337
2377,-553
2379,413
2380,-5
2382,-1809
2383,-29
2385,86
2387,4
2388,-287
2390,27
2392,-713
2393,-796
2395,33
2397,-1
2399,132
2401,21
2402,-3
2404,2127
2405,-163
2406,-427
2408,27470
2409,-147535
2412,1842
2413,-17
2414,-1
2417,36
2419,-91
2420,3
2421,-108
2423,8
2424,0
2425,5
2426,-1586
2427,50
2428,-144
2429,-1
2430,0
2431,1
2433,-1
2434,-340
2436,-128
2438,-4
2439,-58
2440,9
2441,-1088
2442,-119
2444,-120
2449,-5489
2450,-15
2451,96
2453,0
2454,-293
2455,605
2457,112
2458,-214
2459,-9
2460,85
2461,32
2462,3
2464,-1533
2465,-140
2466,-140
2467,-144
2468,-81
2471,-5
2472,-780
2474,549
2476,20
2477,-6
2478,3
2480,-10
2481,-1322
2482,-5
2483,47
2484,1098
2485,-42
2486,-190
2488,-1
2489,-475
2491,-1
2492,-4840
2493,-88
2495,197
2496,0
2497,-4
2498,-3704
2501,-1006
2504,-452
2505,13
2506,-9
2509,-11
2511,8
2514,-9
2515,927
2516,1
2520,-57
2524,-3
2527,153
2528,-61
2530,-24
2534,-67
2535,-22
2536,-23
2537,29
2538,33
2539,-48
2540,86
2542,-19701
2543,55
2545,7
2546,17
2547,-63
2548,-305
2596,0
2597,17
2603,287
2605,-832
2606,111
2607,50
2608,15
2609,-3330
2610,-1075
2611,-26
2612,-3
2613,10
2614,130
2615,-1994
2616,-24
2617,16
2618,7295
2630,-228
2633,-230
2634,-793
2636,69
2637,7
2640,-8
2641,-5
2642,-1
2643,0
2645,18
2646,1071
2701,-28
2702,-1
2704,0
2705,-10
2706,-7
2707,-2
2712,0
2718,0
2719,0
2722,-1
2723,-1
2724,0
2726,0
