排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,1.79,100.0,4/4,189.82,10.84,-7.46,-36.06
2,記憶體封裝與測試,0.87,75.0,3/4,6.19,36.93,-0.05,-9.88
3,TPU_散熱,1.66,75.0,3/4,-0.41,-32.58,25.93,61.52
4,IC設計,0.74,69.23,9/13,41.18,289.47,33.56,68.63
5,無塵室與機電工程,2.4,60.0,3/5,13.36,-17.18,0.6,11.04
6,TPU_伺服器主板與印刷電路板,2.8,60.0,3/5,51.5,121.09,10.92,-55.02
7,廠務系統與水處理,0.46,57.14,4/7,0.94,1.47,0.0,0.0
8,TPU_光通訊與連接器,-0.53,50.0,2/4,-12.64,-69.77,-6.23,16.55
9,銀,-1.04,50.0,2/4,-48.13,2.02,-1.92,2.78
10,玻璃,0.02,46.67,7/15,67.48,162.88,9.33,-49.21
11,PCB,0.94,46.67,7/15,67.49,338.61,5.88,-148.64
12,紡織,0.17,45.0,9/20,2.45,-4.41,0.1,0.49
13,半導體設備,-0.22,42.86,3/7,-1.05,1.02,-1.78,-7.97
14,化學,0.71,40.0,8/20,-17.57,-78.24,-3.31,4.63
15,記憶體控制IC,-0.27,40.0,2/5,-7.6,-24.44,-0.07,0.25
16,軍工_無人機相關,-0.02,37.5,3/8,24.8,262.78,-0.93,34.08
17,網通設備組件,-0.79,35.0,7/20,18.93,175.31,-17.94,24.75
18,CPO_光通訊,-1.55,33.33,2/6,-1.11,-69.8,-21.54,-3.27
19,銅,-0.49,30.0,3/10,-15.65,41.3,-0.78,-124.11
20,記憶體模組,-0.04,28.57,2/7,-8.42,40.99,-1.06,2.66
21,BBU_電池模組,0.26,28.57,2/7,-1.27,-2.82,0.66,3.45
22,低軌衛星,-0.06,28.57,2/7,-2.26,-27.25,-9.05,-28.51
23,塑膠,-0.13,27.78,5/18,-18.21,-72.04,-1.41,9.25
24,鋼鐵,-0.31,26.67,4/15,-4.59,-21.79,1.04,2.46
25,被動元件,-0.41,26.32,5/19,-57.82,-10.02,2.29,100.82
26,金融,-0.22,26.32,5/19,-18.21,-72.04,-1.41,9.25
27,電池或電源,-0.13,25.0,5/20,-11.45,10.8,3.16,100.47
28,航運,-0.41,20.0,3/15,2.56,9.66,9.32,15.19
29,BBU_電源供應器與整合,0.14,20.0,1/5,-8.35,14.62,2.51,96.43
30,CPO_先進封裝測試,-1.3,20.0,1/5,-5.39,-3.4,-1.51,-46.47
31,機器人,-0.79,14.29,2/14,-6.56,-7.41,4.03,98.79
32,造紙,-0.63,14.29,1/7,-0.06,0.04,0.0,0.0
33,光學元件或組裝,-1.73,13.33,2/15,-25.12,-180.14,-22.27,16.32
34,軟體設計,-0.7,13.33,2/15,0.78,-0.92,0.0,0.0
35,電器電纜,-0.32,10.0,1/10,-2.17,2.53,-0.01,0.61
36,工業自動化與機器人,-1.44,0.0,0/7,-4.19,-12.98,0.03,-0.01
37,軍工_航太製造與維修,-0.94,0.0,0/6,-0.47,-2.07,0.0,0.0
