股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,227.5,4,26793589,5358,251.5,223.0,12.78%
2382,廣達,341.5,5,12097282,2419,349.0,339.0,2.95%
2481,強茂,173.0,5,3215000,643,181.0,161.0,12.42%
2603,長榮,243.0,4,5268901,1053,245.5,236.0,4.03%
2610,華航,20.45,5,14909765,2981,20.6,20.05,2.74%
2618,長榮航,42.85,5,24313811,4862,43.2,41.2,4.85%
2633,台灣高鐵,25.6,5,3411604,682,26.05,25.55,1.96%
2884,玉山金,45.6,5,14237118,2847,47.35,44.9,5.46%
2890,永豐金,45.05,4,8926930,1785,46.35,44.65,3.81%
2892,第一金,39.85,4,8780507,1756,40.95,38.9,5.27%
3105,穩懋,497.0,5,3386100,677,518.0,467.0,10.92%
6147,頎邦,214.5,4,6179000,1235,233.0,206.0,13.11%
6505,台塑化,87.3,4,7500498,1500,89.8,80.6,11.41%
9904,寶成,24.9,5,6358862,1271,25.05,24.4,2.66%
