排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,塑膠,2.14,83.33,15/18,35.59,134.97,2.3,5.09
2,金融,1.89,78.95,15/19,35.59,134.98,2.3,5.09
3,紡織,1.76,75.0,15/20,5.51,21.99,-2.74,-21.43
4,記憶體製造,5.82,75.0,3/4,155.51,295.0,52.18,119.96
5,銀,2.17,75.0,3/4,9.48,-21.41,4.22,6.49
6,記憶體模組,2.98,71.43,5/7,31.49,52.12,-9.94,0.54
7,造紙,0.55,71.43,5/7,0.51,1.26,-0.0,-0.01
8,化學,1.63,65.0,13/20,30.17,126.39,0.04,-16.0
9,記憶體控制IC,2.12,60.0,3/5,10.3,0.59,0.53,2.06
10,軟體設計,1.64,60.0,9/15,-1.16,3.51,-0.12,-0.2
11,TPU_散熱,-1.99,50.0,2/4,17.93,94.95,17.58,49.53
12,網通設備組件,0.86,45.0,9/20,-29.75,76.53,-22.92,-90.84
13,玻璃,-0.77,33.33,5/15,-54.97,-38.31,-37.61,-14.86
14,鋼鐵,-0.47,33.33,5/15,-7.56,5.01,-3.08,-1.33
15,IC設計,-0.47,30.77,4/13,-20.89,52.14,-45.22,-108.33
16,銅,-2.68,30.0,3/10,3.23,137.5,1.31,9.44
17,電器電纜,-0.91,30.0,3/10,-3.55,-1.9,1.27,0.45
18,半導體設備,-0.53,28.57,2/7,13.46,-15.48,-7.27,-8.49
19,光學元件或組裝,-1.21,26.67,4/15,-29.59,-46.42,1.21,-15.81
20,被動元件,-1.55,26.32,5/19,27.35,-22.69,-5.48,15.48
21,電池或電源,-1.45,25.0,5/20,-15.37,-29.2,-18.49,-7.1
22,TPU_光通訊與連接器,-1.12,25.0,1/4,6.62,44.15,3.14,-0.03
23,航運,-0.84,20.0,3/15,-24.44,-22.62,31.02,109.07
24,BBU_電源供應器與整合,-1.58,20.0,1/5,-2.9,-11.23,-10.29,4.63
25,CPO_先進封裝測試,-1.22,20.0,1/5,33.74,3.85,-23.3,-38.8
26,廠務系統與水處理,-1.08,16.67,1/6,-2.71,0.08,-0.02,-0.04
27,低軌衛星,-3.71,14.29,1/7,-27.26,56.47,-15.61,-26.89
28,BBU_電池模組,-2.62,14.29,1/7,-9.13,-21.9,-6.21,-6.3
29,軍工_無人機相關,-1.43,11.11,1/9,-32.3,42.48,-33.65,-98.6
30,機器人,-4.44,7.14,1/14,-30.72,-60.52,-13.72,4.11
31,PCB,-4.2,6.67,1/15,-101.69,112.13,-83.21,-121.44
32,記憶體封裝與測試,-5.39,0.0,0/4,8.22,-21.96,-24.25,-26.43
33,無塵室與機電工程,-3.14,0.0,0/5,8.36,-30.58,-21.52,-19.78
34,軍工_航太製造與維修,-3.47,0.0,0/6,-2.91,0.89,0.05,0.24
35,工業自動化與機器人,-6.12,0.0,0/7,-8.28,-19.99,0.26,0.25
36,TPU_伺服器主板與印刷電路板,-3.97,0.0,0/5,-15.02,21.31,-68.79,-114.21
37,CPO_光通訊,-3.38,0.0,0/6,-28.92,-41.97,-5.88,-36.42
