股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,74.2,5,35147504,7029,74.3,70.0,6.14%
1802,台玻,71.0,4,2847000,569,78.1,69.1,13.02%
2379,瑞昱,653.0,5,6954784,1390,653.0,580.0,12.59%
2412,中華電,142.0,5,23321870,4664,142.5,136.0,4.78%
2603,長榮,231.0,5,60020777,12004,231.0,209.0,10.53%
2618,長榮航,37.25,5,160619108,32123,37.85,34.8,8.76%
2886,兆豐金,41.7,5,71752848,14350,42.4,39.4,7.61%
2887,台新金,26.1,5,337245814,67449,26.1,23.0,13.48%
2891,中信金,64.1,5,55712456,11142,64.4,57.6,11.81%
2892,第一金,28.15,4,19367556,3873,28.2,27.2,3.68%
3034,聯詠,507.0,5,5473272,1094,510.0,475.0,7.37%
3045,台灣大,115.5,5,18684953,3736,115.5,110.0,5.00%
3293,鈊象,799.0,5,3501133,700,803.0,734.0,9.40%
4904,遠傳,99.5,5,16960956,3392,99.6,92.9,7.21%
5871,中租-KY,114.5,5,17901734,3580,115.0,107.0,7.48%
5876,上海商銀,41.0,5,23519405,4703,41.0,38.65,6.08%
