排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,-196784,155250
2,1303,南亞,塑膠工業,上市,30630,148238
3,2317,鴻海,其他電子業,上市,-23809,116745
4,2344,華邦電,半導體業,上市,-42454,108603
5,2408,南亞科,半導體業,上市,27996,103528
6,2337,旺宏,半導體業,上市,15151,81075
7,3231,緯創,電腦及週邊設備業,上市,17187,80284
8,2881,富邦金,金融保險業,上市,-940,70599
9,2353,宏碁,電腦及週邊設備業,上市,16152,59753
10,2324,仁寶,電腦及週邊設備業,上市,5978,52016
11,2609,陽明,航運業,上市,16333,41444
12,2891,中信金,金融保險業,上市,8399,39986
13,1326,台化,塑膠工業,上市,9304,36193
14,2886,兆豐金,金融保險業,上市,21302,35953
15,2618,長榮航,航運業,上市,19657,35945
16,2887,台新金,金融保險業,上市,86469,32030
17,6182,合晶,半導體業,上櫃,-90,23764
18,1409,新纖,紡織纖維,上市,5040,23533
19,2882,國泰金,金融保險業,上市,11642,21325
20,3706,神達,電腦及週邊設備業,上市,10771,21305
21,6548,長科*,半導體業,上櫃,3474,20971
22,8150,南茂,半導體業,上市,-21269,19498
23,2603,長榮,航運業,上市,13059,19459
24,2883,凱基金,金融保險業,上市,5630,18840
25,2610,華航,航運業,上市,3820,17230
26,1605,華新,電器電纜,上市,-10845,15936
27,4938,和碩,電腦及週邊設備業,上市,4738,15771
28,1802,台玻,玻璃陶瓷,上市,31913,15418
29,6005,群益證,金融保險業,上市,-1307,14643
30,1101,台泥,水泥工業,上市,10305,14555
31,6127,九豪,電子零組件業,上櫃,632,14305
32,2449,京元電子,半導體業,上市,-9678,14223
33,2328,廣宇,電子零組件業,上市,11590,11900
34,2606,裕民,航運業,上市,1886,11741
35,2329,華泰,半導體業,上市,1199,10926
36,6806,森崴能源,綠能環保,上市,-1797,10470
37,5347,世界,半導體業,上櫃,13086,9477
38,2406,國碩,光電業,上市,7395,9131
39,6213,聯茂,電子零組件業,上市,10858,9001
40,6282,康舒,電子零組件業,上市,21959,8806
41,2027,大成鋼,鋼鐵工業,上市,7655,8672
42,3704,合勤控,通信網路業,上市,789,8664
43,2357,華碩,電腦及週邊設備業,上市,1390,8595
44,4939,亞電,電子零組件業,上櫃,1094,8497
45,8105,凌巨,光電業,上市,3930,8358
46,2492,華新科,電子零組件業,上市,1726,8326
47,8112,至上,電子通路業,上市,2727,8216
48,1718,中纖,化學工業,上市,7875,8138
49,8131,福懋科,半導體業,上市,9,8026
50,2646,星宇航空,航運業,上市,2805,7556
