排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,工業自動化與機器人,1.86,100.0,7/7,1.04,-0.52,-0.74,-1.01
2,軟體設計,2.67,93.33,14/15,1.46,-0.14,-0.01,-0.06
3,IC設計,2.17,92.31,12/13,44.48,191.56,11.22,18.79
4,BBU_電池模組,1.81,85.71,6/7,-3.0,-8.25,2.73,-2.0
5,半導體設備,4.0,85.71,6/7,19.2,47.73,-0.69,-1.18
6,機器人,1.67,85.71,12/14,-28.47,6.58,13.1,21.11
7,CPO_先進封裝測試,3.17,80.0,4/5,-9.98,4.11,2.98,1.74
8,電器電纜,1.44,80.0,8/10,33.56,16.68,-1.48,2.44
9,航運,1.21,80.0,12/15,46.95,99.01,-16.92,-31.55
10,記憶體封裝與測試,4.12,75.0,3/4,29.88,22.25,-2.56,-4.23
11,廠務系統與水處理,2.43,71.43,5/7,1.68,3.08,0.02,0.0
12,低軌衛星,4.03,71.43,5/7,-15.22,-80.76,-12.13,-7.18
13,CPO_光通訊,4.15,66.67,4/6,8.31,17.95,1.04,3.47
14,軍工_無人機相關,0.56,66.67,6/9,18.07,112.45,2.75,0.3
15,光學元件或組裝,2.28,66.67,10/15,18.18,73.4,0.78,7.04
16,電池或電源,0.76,65.0,13/20,-67.47,-24.11,8.86,17.7
17,無塵室與機電工程,3.45,60.0,3/5,24.98,36.72,4.57,4.2
18,BBU_電源供應器與整合,-0.16,60.0,3/5,-96.82,-40.24,8.35,18.82
19,網通設備組件,1.46,60.0,12/20,42.42,187.82,0.09,2.65
20,TPU_伺服器主板與印刷電路板,1.25,60.0,3/5,14.48,-58.89,8.4,50.32
21,被動元件,1.21,52.63,10/19,-13.44,170.07,5.37,21.58
22,記憶體製造,1.16,50.0,2/4,5.33,-68.13,0.35,22.71
23,TPU_散熱,3.5,50.0,2/4,54.85,99.41,8.63,3.07
24,TPU_光通訊與連接器,2.11,50.0,2/4,2.7,17.62,4.24,-0.53
25,PCB,0.69,46.67,7/15,-79.15,-148.33,6.96,94.14
26,玻璃,0.37,46.67,7/15,-44.35,-39.25,8.47,39.03
27,銅,-0.83,40.0,4/10,-33.15,68.88,-11.2,8.27
28,紡織,0.14,40.0,8/20,1.01,-3.8,-1.57,-3.22
29,化學,0.06,35.0,7/20,14.03,124.84,-6.81,-5.65
30,軍工_航太製造與維修,0.39,33.33,2/6,0.92,2.92,-0.55,-0.49
31,造紙,-0.52,28.57,2/7,-0.31,-0.07,-0.0,-0.02
32,鋼鐵,-0.71,26.67,4/15,-21.35,56.82,-2.82,-1.81
33,銀,-0.13,25.0,1/4,10.54,136.67,-9.09,-3.47
34,記憶體控制IC,-0.24,20.0,1/5,1.99,-2.99,0.16,0.19
35,記憶體模組,-2.19,14.29,1/7,10.44,-101.79,-20.43,-19.95
36,塑膠,-1.52,11.11,2/18,-0.05,106.39,-6.89,-5.36
37,金融,-1.63,10.53,2/19,-0.05,106.4,-6.89,-5.36
