股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,234.5,5,12224543,2444,245.5,229.0,7.21%
2303,聯電,140.5,5,38837545,7767,145.5,134.0,8.58%
2357,華碩,924.0,4,3630588,726,1025.0,912.0,12.39%
2542,興富發,46.5,5,6282700,1256,48.55,46.0,5.54%
2603,長榮,234.5,5,3293897,658,235.5,227.0,3.74%
2633,台灣高鐵,26.05,5,3639000,727,26.2,25.85,1.35%
2637,慧洋-KY,101.0,4,2777440,555,104.0,96.6,7.66%
2801,彰銀,27.9,5,26792825,5358,27.95,26.2,6.68%
2855,統一證,51.9,4,6074729,1214,52.3,50.4,3.77%
2883,凱基金,37.85,4,14470431,2894,37.85,36.0,5.14%
2884,玉山金,46.3,5,32148010,6429,46.3,43.25,7.05%
2887,台新金,42.65,5,63373659,12674,43.05,40.7,5.77%
2890,永豐金,43.7,4,9014965,1802,44.1,42.15,4.63%
2891,中信金,67.1,5,12925814,2585,69.5,66.0,5.30%
2892,第一金,38.9,4,22790104,4558,39.05,36.85,5.97%
3105,穩懋,437.5,5,9222488,1844,478.0,435.0,9.89%
3532,台勝科,423.0,5,2661000,532,438.5,393.5,11.44%
4938,和碩,91.0,5,7554878,1510,95.6,89.6,6.70%
5347,世界,157.5,4,6241504,1248,163.0,151.0,7.95%
