股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6834,天二科技,2026-09-11,102.5,108.0,5.37%,15065,4240,3.55
3624,光頡,2026-09-11,108.0,124.5,15.28%,64877,12144,5.34
6173,信昌電,2026-09-11,295.0,290.0,-1.69%,59856,18303,3.27
2305,全友,2026-09-11,38.65,41.05,6.21%,57982,10020,5.79
2338,光罩,2026-09-11,44.75,47.75,6.7%,67315,5149,13.07
5386,青雲,2026-09-11,327.5,318.0,-2.9%,9197,1762,5.22
8227,巨有科技,2026-09-11,235.0,239.0,1.7%,5748,1671,3.44
3016,嘉晶,2026-09-11,106.5,109.5,2.82%,19649,6058,3.24
3029,零壹,2026-09-11,114.5,116.5,1.75%,6837,1169,5.85
6706,惠特,2026-09-11,123.5,137.5,11.34%,6196,1766,3.51
1528,恩德,2026-09-11,19.9,21.2,6.53%,9585,1587,6.04
6179,亞通,2026-09-10,38.65,35.75,-7.5%,42862,6813,6.29
5314,世紀,2026-09-10,45.35,42.15,-7.06%,38246,9526,4.01
4908,前鼎,2026-09-10,239.0,237.5,-0.63%,14485,4813,3.01
8926,台汽電,2026-09-10,59.6,58.0,-2.68%,8631,2779,3.11
3376,新日興,2026-09-10,210.0,183.0,-12.86%,19831,5939,3.34
3264,欣銓,2026-09-10,242.0,230.5,-4.75%,25156,6198,4.06
2413,環科,2026-09-10,49.95,50.2,0.5%,17578,2671,6.58
2338,光罩,2026-09-10,44.65,47.75,6.94%,12836,1842,6.97
8227,巨有科技,2026-09-10,203.0,239.0,17.73%,7925,1404,5.64
3229,晟鈦,2026-09-10,62.5,67.5,8.0%,7759,2463,3.15
8131,福懋科,2026-09-09,63.2,60.3,-4.59%,8925,2267,3.94
8064,東捷,2026-09-09,130.0,115.0,-11.54%,31387,5642,5.56
8227,巨有科技,2026-09-09,183.0,239.0,30.6%,7371,1053,7.0
1409,新纖,2026-09-09,25.3,24.45,-3.36%,89005,19028,4.68
6179,亞通,2026-09-09,33.05,35.75,8.17%,25974,4758,5.46
5314,世紀,2026-09-09,42.55,42.15,-0.94%,49691,7808,6.36
3055,蔚華科,2026-09-09,155.0,154.5,-0.32%,13469,3728,3.61
2413,環科,2026-09-09,46.9,50.2,7.04%,9956,1843,5.4
2104,國際中橡,2026-09-09,10.1,10.5,3.96%,10263,3299,3.11
1528,恩德,2026-09-09,21.8,21.2,-2.75%,7046,1078,6.54
3680,家登,2026-09-09,573.0,510.0,-10.99%,7897,1731,4.56
