股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1210,大成,54.7,5,5373000,1074,55.9,54.5,2.57%
1402,遠東新,28.85,4,29531767,5906,29.3,26.7,9.74%
2303,聯電,145.5,4,14897089,2979,146.0,132.5,10.19%
2382,廣達,376.0,5,11465229,2293,386.5,358.0,7.96%
2610,華航,22.0,4,3606254,721,22.4,19.8,13.13%
2633,台灣高鐵,26.15,5,17958800,3591,26.6,25.35,4.93%
2886,兆豐金,45.5,4,61919295,12383,46.0,43.1,6.73%
2903,遠百,23.95,5,3440000,688,24.5,23.3,5.15%
2912,統一超,223.5,5,3788389,757,232.0,223.5,3.80%
3231,緯創,161.5,4,6419842,1283,166.0,156.0,6.41%
4915,致伸,75.9,5,5990193,1198,78.8,75.1,4.93%
