股票代碼,公司名稱,符合策略數,符合策略
1326,台化,3,"外資買超, 強勢股, 隔日衝"
8096,擎亞,3,"外資買超, 強勢股, 盤整突破"
2486,一詮,3,"外資買超, 大戶持有, 強勢股"
1513,中興電,3,"外資買超, 大戶持有, 強勢股"
6485,點序,2,"強勢股, 隔日衝"
5314,世紀,2,"外資買超, 隔日衝"
1303,南亞,2,"外資買超, 投信連續"
1101,台泥,2,"外資買超, 強勢股"
2481,強茂,2,"外資買超, 大戶持有"
3006,晶豪科,2,"外資買超, 強勢股"
5347,世界,2,"外資買超, 強勢股"
3019,亞光,2,"外資買超, 強勢股"
1503,士電,2,"外資買超, 強勢股"
4979,華星光,2,"外資買超, 投信連續"
6805,富世達,2,"外資買超, 大戶持有"
2374,佳能,2,"大戶持有, 強勢股"
2436,偉詮電,2,"大戶持有, 強勢股"
3234,光環,2,"大戶持有, 強勢股"
6133,金橋,2,"強勢股, 盤整突破"
6168,宏齊,2,"強勢股, 盤整突破"
6285,啟碁,2,"大戶持有, 強勢股"
