股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
2002,中鋼,20.7,6.43%,252713,2.39
2009,第一銅,54.9,9.36%,37312,1.55
2014,中鴻,18.75,11.28%,30315,1.99
2313,華通,178.0,26.24%,114240,1.97
2365,昆盈,42.0,16.67%,19977,3.99
2367,燿華,50.4,35.85%,169657,3.68
2374,佳能,94.6,19.29%,65140,2.85
2451,創見,259.0,8.82%,25137,1.69
2454,聯發科,1780.0,19.46%,10329,1.82
2855,統一證,30.2,10.83%,17517,1.78
3006,晶豪科,177.5,17.16%,61525,2.86
3163,波若威,472.5,29.45%,30553,1.65
3234,光環,61.3,34.43%,11311,3.69
3289,宜特,140.0,13.82%,10404,4.18
4958,臻鼎-KY,178.0,6.27%,39138,1.61
5009,榮剛,35.15,5.87%,11078,1.57
6015,宏遠證,14.25,10.04%,21972,3.44
6016,康和證,16.75,8.77%,38744,3.3
6285,啟碁,176.5,62.67%,54548,4.98
6415,矽力*-KY,299.5,41.94%,22528,2.16
8096,擎亞,69.4,35.28%,64379,2.79
8249,菱光,63.3,18.54%,14922,3.01
