公司名稱,股票代碼,最新收盤價,標的債券,債券代號,轉換價格,差異百分比,股票成交量,股票5MA,可轉債成交量,可轉債5MA
五福,2745,107.5,五福一,27451,111.3,3.53,716680,244218.0,69,20.0
