股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
2305,全友,2026-03-11,13.95,14.6,4.66%,5586,944,5.91
1785,光洋科,2026-03-10,69.8,79.8,14.33%,82164,14414,5.7
2426,鼎元,2026-03-10,25.15,28.1,11.73%,56727,7055,8.04
1589,永冠-KY,2026-03-10,5.99,6.6,10.18%,9205,1109,8.3
1304,台聚,2026-03-09,14.4,12.45,-13.54%,58680,10078,5.82
6715,嘉基,2026-03-09,195.5,282.0,44.25%,6241,1151,5.42
3093,港建*,2026-03-09,31.6,33.55,6.17%,10995,1071,10.26
2616,山隆,2026-03-09,23.9,19.4,-18.83%,6441,813,7.92
2426,鼎元,2026-03-09,22.0,28.1,27.73%,40257,4294,9.37
1718,中纖,2026-03-09,7.98,7.41,-7.14%,34899,6756,5.17
1305,華夏,2026-03-09,14.55,12.75,-12.37%,39964,6119,6.53
1529,樂事綠能,2026-03-09,27.05,27.4,1.29%,20086,3275,6.13
1337,再生-KY,2026-03-09,6.34,5.76,-9.15%,8127,1067,7.62
1312,國喬,2026-03-09,15.35,13.5,-12.05%,90295,13149,6.87
1310,台苯,2026-03-09,11.7,11.3,-3.42%,42820,7146,5.99
1309,台達化,2026-03-09,15.3,13.75,-10.13%,26060,4160,6.26
1308,亞聚,2026-03-09,16.5,14.2,-13.94%,35238,4538,7.76
9908,大台北,2026-03-09,33.3,30.45,-8.56%,19358,1861,10.4
