股票代碼,公司名稱,公司產業,上市櫃,prev_body,avg_volume_5d,foreign_yesterday,foreign_3days,trust_yesterday,trust_3days
1101,台泥,水泥工業,上市,0.3999999999999986,37247.8,-4289.78,-12253.67,48.0,163.0
1102,亞泥,水泥工業,上市,0.10000000000000142,8059.386199999999,-1518.5,-4057.99,68.0,-84.03
1103,嘉泥,水泥工業,上市,0.20000000000000107,475.567,-15.0,-306.0,0.0,0.0
1104,環泥,水泥工業,上市,0.14999999999999858,915.6478,-39.0,46.45,0.0,0.0
1108,幸福,水泥工業,上市,0.1999999999999993,348.5322,21.0,-229.83,0.0,0.0
1109,信大,水泥工業,上市,0.0,173.0372,-25.62,-62.08,0.0,0.0
1110,東泥,水泥工業,上市,0.14999999999999858,263.404,-84.0,-296.0,0.0,0.0
1201,味全,食品工業,上市,0.15000000000000036,524.8094,10.0,-225.85,0.0,0.0
1203,味王,食品工業,上市,0.9500000000000028,37.430800000000005,-13.0,-38.0,0.0,0.0
1210,大成,食品工業,上市,0.10000000000000142,1948.1901999999998,147.0,1250.66,-8.0,-35.0
1213,大飲,食品工業,上市,0.1899999999999995,12.840399999999999,0.0,0.0,0.0,0.0
1215,卜蜂,食品工業,上市,3.0,1062.7986,-254.69,-218.39,-1.0,103.0
1216,統一,食品工業,上市,1.2000000000000028,11580.42,-5574.97,-11440.72,105.09,3129.65
1217,愛之味,食品工業,上市,0.05000000000000071,587.4812,13.0,-68.0,0.0,0.0
1218,泰山,食品工業,上市,0.09999999999999787,979.4184000000001,611.0,1187.3,0.0,0.0
1219,福壽,食品工業,上市,0.25,465.5834000000001,-69.0,-175.46,0.0,0.0
1220,台榮,食品工業,上市,0.25,247.7416,-34.0,-73.19,0.0,0.0
1225,福懋油,食品工業,上市,1.6500000000000057,1004.1098,-65.0,-174.95,0.0,0.0
1227,佳格,食品工業,上市,0.05000000000000071,802.3082,181.0,626.22,0.0,0.0
1229,聯華,食品工業,上市,0.6499999999999986,3213.0065999999997,-53.0,-1582.92,0.0,0.0
1231,聯華食,食品工業,上市,1.5,696.6812,52.0,178.8,0.0,0.0
1232,大統益,食品工業,上市,0.5,125.97380000000001,6.0,35.04,0.0,0.0
1233,天仁,食品工業,上市,0.6000000000000014,17.412799999999997,-2.0,-17.0,0.0,0.0
1234,黑松,食品工業,上市,0.14999999999999858,307.6546,-15.0,-227.6,0.0,0.0
1235,興泰,食品工業,上市,2.5,31.823400000000003,-13.0,-38.15,0.0,0.0
1236,宏亞,食品工業,上市,0.3500000000000014,154.29139999999998,12.0,-35.0,0.0,0.0
1240,茂生農經,農業科技業,上櫃,0.0,41.227599999999995,-4.0,-7.0,0.0,0.0
1256,鮮活果汁-KY,食品工業,上市,0.0,95.27260000000001,-3.0,-26.0,0.0,0.0
1259,安心,觀光餐旅,上櫃,4.5,8.2506,6.0,2.0,0.0,0.0
1264,德麥,食品工業,上櫃,0.5,29.719599999999996,2.02,-9.98,0.0,0.0
1268,漢來美食,觀光餐旅,上櫃,1.5,47.7954,-1.0,-13.0,0.0,0.0
1294,漢田生技,食品工業,上櫃,0.5,364.45820000000003,-4.0,-45.0,0.0,0.0
1301,台塑,塑膠工業,上市,0.7000000000000028,60770.1414,-3646.72,-32939.4,-2694.07,-2678.14
1303,南亞,塑膠工業,上市,0.9000000000000057,82780.62260000002,10464.99,-7939.08,200.09,4331.85
1304,台聚,塑膠工業,上市,0.05000000000000071,24840.2946,-96.0,-7056.9,0.0,0.0
1305,華夏,塑膠工業,上市,0.15000000000000036,15537.814799999998,-114.9,-3087.61,0.0,0.0
1307,三芳,塑膠工業,上市,0.0,2949.1176,373.01,-1079.59,-2.0,-2.0
1308,亞聚,塑膠工業,上市,0.049999999999998934,13410.0834,189.0,-4626.0,0.0,0.0
1309,台達化,塑膠工業,上市,0.1999999999999993,12269.1736,-458.0,-234.1,0.0,0.0
1310,台苯,塑膠工業,上市,0.40000000000000036,22650.821000000004,1063.0,1058.8,0.0,0.0
1312,國喬,塑膠工業,上市,0.25,33080.0424,2114.0,-8331.99,0.0,0.0
1313,聯成,塑膠工業,上市,0.05000000000000071,42839.39,-551.4,-9100.2,0.0,0.0
1314,中石化,塑膠工業,上市,0.13000000000000078,106919.9192,-37347.37,-15823.16,0.0,0.0
1315,達新,塑膠工業,上市,1.7000000000000028,40.199200000000005,-20.0,-31.4,0.0,0.0
1316,上曜,建材營造業,上市,0.049999999999998934,2176.1824,580.0,467.5,0.0,0.0
1319,東陽,汽車工業,上市,2.700000000000003,2956.6456,-708.0,-1239.45,0.0,-554.51
1321,大洋,塑膠工業,上市,0.6000000000000014,182.18220000000002,41.0,-7.0,0.0,0.0
1323,永裕,塑膠工業,上市,0.0,94.27439999999999,-7.0,-12.3,0.0,0.0
1324,地球,塑膠工業,上市,0.0,186.04479999999998,-16.0,-49.0,0.0,0.0
1325,恆大,塑膠工業,上市,0.34999999999999787,351.30460000000005,40.0,129.0,0.0,0.0
1326,台化,塑膠工業,上市,0.75,54477.2968,8293.49,-13300.8,0.0,-2383.0
1336,台翰,電子零組件業,上櫃,0.45000000000000107,111.5684,0.0,-19.0,0.0,0.0
1337,再生-KY,塑膠工業,上市,0.4500000000000002,2612.1092,-100.0,-760.83,0.0,0.0
1338,廣華-KY,汽車工業,上市,0.05000000000000071,333.1264,44.0,177.0,0.0,0.0
1339,昭輝,汽車工業,上市,0.7000000000000028,61.68000000000001,3.0,-15.3,0.0,0.0
1340,勝悅-KY,塑膠工業,上市,0.09999999999999964,287.5986,3.0,-57.0,0.0,0.0
1341,富林-KY,塑膠工業,上市,1.7000000000000028,11.18,-5.0,-16.0,0.0,0.0
1342,八貫,其他業,上市,1.0999999999999943,577.8118,-480.0,-719.94,0.0,0.0
1402,遠東新,紡織纖維,上市,0.09999999999999787,15949.9538,-176.56,2073.45,41.0,10.0
