排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體模組,3.07,100.0,7/7,40.63,-55.01,-1.04,26.72
2,軍工_無人機相關,4.11,100.0,9/9,-18.14,-33.52,-3.47,33.86
3,無塵室與機電工程,4.71,100.0,5/5,-1.76,-20.03,-1.13,-6.93
4,工業自動化與機器人,3.97,100.0,7/7,-6.39,-4.76,2.6,6.76
5,記憶體製造,4.71,100.0,4/4,65.25,18.49,-0.36,-4.7
6,軍工_航太製造與維修,4.85,100.0,6/6,2.54,1.24,-0.49,-1.03
7,記憶體封裝與測試,8.41,100.0,4/4,31.76,4.27,-2.52,-5.46
8,低軌衛星,6.77,100.0,7/7,37.7,54.6,3.4,8.42
9,TPU_伺服器主板與印刷電路板,3.14,100.0,5/5,-2.29,-27.81,18.73,19.89
10,CPO_先進封裝測試,7.53,100.0,5/5,9.95,7.84,-0.9,0.3
11,銀,4.31,100.0,4/4,24.74,14.25,0.41,-7.58
12,PCB,3.5,93.33,14/15,-42.91,-49.97,30.73,58.34
13,機器人,3.9,92.86,13/14,-16.78,-61.66,6.75,22.76
14,IC設計,5.66,92.31,12/13,-49.19,-11.65,-0.18,12.3
15,電器電纜,3.73,90.0,9/10,21.46,20.52,-0.15,-2.23
16,被動元件,4.28,89.47,17/19,32.1,-28.08,4.6,8.36
17,半導體設備,2.59,85.71,6/7,-18.78,-25.2,11.51,24.13
18,CPO_光通訊,4.22,83.33,5/6,-56.43,-17.24,9.93,6.44
19,航運,1.17,80.0,12/15,22.19,23.15,-1.72,-3.79
20,電池或電源,2.77,80.0,16/20,27.05,-14.67,3.96,3.18
21,光學元件或組裝,3.56,80.0,12/15,-4.45,-10.56,1.57,-2.44
22,網通設備組件,3.85,75.0,15/20,-12.39,-32.22,10.0,50.66
23,TPU_散熱,3.21,75.0,3/4,16.18,29.53,13.79,13.25
24,TPU_光通訊與連接器,4.92,75.0,3/4,11.59,29.53,3.58,-2.19
25,廠務系統與水處理,0.82,71.43,5/7,-0.31,-3.08,-0.22,0.02
26,銅,2.61,70.0,7/10,14.27,67.82,5.67,-6.6
27,玻璃,3.24,66.67,10/15,-18.68,-72.49,9.88,5.98
28,記憶體控制IC,1.16,60.0,3/5,0.55,1.12,0.0,-0.01
29,軟體設計,1.14,60.0,9/15,0.15,-0.73,0.34,1.05
30,BBU_電源供應器與整合,1.28,60.0,3/5,11.51,-21.44,4.04,14.51
31,造紙,-0.11,42.86,3/7,-0.25,-1.13,-0.0,-0.01
32,BBU_電池模組,0.21,42.86,3/7,-0.68,-14.5,0.19,-7.48
33,鋼鐵,-0.05,33.33,5/15,-6.65,-18.18,-0.37,0.37
34,紡織,-0.19,25.0,5/20,-3.18,-8.28,0.51,-0.11
35,化學,-0.81,25.0,5/20,-13.38,8.87,-0.65,-2.47
36,塑膠,-2.82,5.56,1/18,-11.74,14.87,-0.6,-2.9
37,金融,-2.69,5.26,1/19,-11.74,14.87,-0.6,-2.9
