排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_先進封裝測試,3.77,100.0,5/5,0.0,-12.95,0.0,11.66
2,CPO_光通訊,7.57,100.0,6/6,0.0,-20.54,0.0,-0.26
3,TPU_散熱,2.39,100.0,4/4,0.0,-34.52,0.0,-7.29
4,光學元件或組裝,4.88,93.33,14/15,0.0,-9.39,0.0,-2.01
5,工業自動化與機器人,1.31,85.71,6/7,0.0,1.32,0.0,-0.02
6,TPU_伺服器主板與印刷電路板,1.59,80.0,4/5,0.0,-205.3,0.0,187.2
7,BBU_電源供應器與整合,1.46,80.0,4/5,0.0,-26.77,0.0,-6.7
8,機器人,1.87,78.57,11/14,0.0,-3.34,0.0,-5.77
9,IC設計,5.21,76.92,10/13,0.0,21.64,0.0,-5.31
10,TPU_光通訊與連接器,4.54,75.0,3/4,0.0,-13.3,0.0,-5.38
11,記憶體封裝與測試,-0.7,75.0,3/4,0.0,-0.51,0.0,-0.22
12,BBU_電池模組,0.71,71.43,5/7,0.0,-6.45,0.0,-1.67
13,記憶體模組,2.19,71.43,5/7,0.0,-26.12,0.0,-3.03
14,銅,3.04,70.0,7/10,0.0,31.5,0.0,2.03
15,軍工_航太製造與維修,2.85,66.67,4/6,0.0,0.73,0.0,-0.0
16,玻璃,1.03,66.67,10/15,0.0,-156.77,0.0,189.08
17,PCB,2.31,66.67,10/15,0.0,-217.39,0.0,179.01
18,網通設備組件,2.22,65.0,13/20,0.0,-48.05,0.0,-9.06
19,電池或電源,0.4,60.0,12/20,0.0,-31.48,0.0,-8.63
20,無塵室與機電工程,2.17,60.0,3/5,0.0,-22.04,0.0,-5.32
21,半導體設備,2.46,57.14,4/7,0.0,0.26,0.0,0.2
22,軍工_無人機相關,1.27,55.56,5/9,0.0,7.68,0.0,-8.53
23,被動元件,-0.52,52.63,10/19,0.0,64.0,0.0,0.87
24,銀,-0.16,50.0,2/4,0.0,68.32,0.0,6.19
25,化學,1.47,45.0,9/20,0.0,90.26,0.0,1.66
26,低軌衛星,-2.36,42.86,3/7,0.0,-31.35,0.0,-7.75
27,廠務系統與水處理,0.19,42.86,3/7,0.0,-5.2,0.0,1.23
28,紡織,0.05,35.0,7/20,0.0,-2.14,0.0,-0.03
29,電器電纜,-0.44,30.0,3/10,0.0,-2.5,0.0,-0.08
30,鋼鐵,-0.48,26.67,4/15,0.0,19.84,0.0,-4.03
31,塑膠,-1.0,22.22,4/18,0.0,86.28,0.0,1.96
32,金融,-1.17,21.05,4/19,0.0,86.27,0.0,1.96
33,記憶體控制IC,-0.49,20.0,1/5,0.0,1.3,0.0,-0.2
34,航運,-1.11,20.0,3/15,0.0,-12.65,0.0,-0.21
35,軟體設計,-0.2,13.33,2/15,0.0,0.33,0.0,-0.0
36,造紙,-2.4,0.0,0/7,0.0,0.17,0.0,-0.0
37,記憶體製造,-3.53,0.0,0/4,0.0,0.12,0.0,-8.12
