排名,股票代碼,公司產業,公司名稱,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,5386,電腦及週邊類,青雲,15.3,41.2,85.1,122.5,85.1,122.5,43.9
2,6672,電子工業,騰輝電子-KY,6.5,26.9,93.2,105.5,84.7,99.8,7.1
3,3323,電腦及週邊類,加百裕,5.1,26.0,39.0,44.6,36.25,38.4,-1.5
4,6244,光電業類,茂迪,7.4,25.9,22.3,29.6,22.0,26.65,19.5
5,3234,通信網路類,光環,6.1,23.4,59.0,66.6,54.3,64.7,9.7
6,6443,光電業,元晶,3.8,21.7,38.2,46.2,36.15,39.3,2.9
7,4987,電腦及週邊類,科誠,11.8,17.2,81.5,81.7,79.6,79.8,-2.1
8,5309,電子零組件類,系統電,4.4,14.1,64.5,71.0,59.8,65.0,0.8
9,6152,通信網路業,百一,3.3,13.4,12.95,17.45,12.5,17.15,32.4
10,3580,其他電子類,友威科,1.1,13.3,68.0,71.0,64.1,66.4,-2.4
11,6830,其他電子業,汎銓,4.6,12.3,174.5,227.5,170.0,205.0,17.5
12,3324,其他電子類,雙鴻,6.0,12.0,935.0,1080.0,884.0,1030.0,10.2
13,2406,光電業,國碩,4.3,11.6,29.1,33.45,26.5,29.4,1.0
14,6470,通信網路類,宇智,1.6,11.0,53.4,53.9,53.4,53.6,0.4
15,3535,光電業,晶彩科,3.5,9.3,100.5,111.5,91.1,107.0,6.5
16,6568,半導體類,宏觀,3.8,9.1,140.5,176.0,133.0,161.0,14.6
17,2367,電子工業,燿華,2.7,8.4,49.75,62.3,47.75,53.5,7.5
18,3028,電子工業,增你強,3.4,8.4,42.35,55.6,41.5,41.75,-1.4
19,6451,半導體業,訊芯-KY,5.4,8.3,169.0,222.0,153.0,178.5,5.6
20,3522,觀光事業,御頂,4.3,8.1,16.0,16.2,15.05,15.3,-4.4
21,3163,通信網路類,波若威,2.6,7.7,482.0,490.0,430.0,489.0,1.5
22,3715,電子工業,定穎投控,3.3,7.2,141.5,161.5,135.0,142.0,0.4
23,6651,半導體類,全宇昕,2.4,6.3,88.0,101.0,85.8,98.0,11.4
24,3450,半導體業,聯鈞,1.5,5.8,258.0,271.5,237.0,241.5,-6.4
25,4303,塑膠工業,信立,1.0,5.6,59.0,60.7,56.3,56.6,-4.1
26,3576,光電業,聯合再生,1.8,5.4,10.6,16.05,10.45,15.9,50.0
27,4130,生技醫療類,健亞,2.9,5.4,30.05,32.6,29.3,31.75,5.7
28,3363,通信網路類,上詮,2.3,5.2,429.0,476.5,401.5,428.0,-0.2
29,4991,半導體類,環宇-KY,3.1,5.2,230.0,292.0,221.0,263.0,14.3
30,3521,建材營造,台鋼建設,3.7,5.1,14.9,17.45,14.6,16.45,10.4
31,1591,電機機械,駿吉-KY,1.2,5.1,50.4,52.8,49.15,50.8,0.8
32,8048,通信網路類,德勝,1.7,4.9,53.0,55.8,52.1,54.9,3.6
33,4967,半導體業,十銓,1.5,4.8,250.5,257.5,205.5,210.5,-16.0
34,3508,其他電子類,位速,1.7,4.8,23.55,38.0,23.4,35.0,48.6
35,8054,半導體類,安國,1.8,4.6,135.0,143.5,122.0,124.5,-7.8
36,6426,通信網路業,統新,1.8,4.5,114.0,133.0,110.0,120.5,5.7
37,6163,通信網路類,華電網,2.2,4.4,64.3,64.9,51.3,52.6,-18.2
38,6442,通信網路業,光聖,2.6,4.3,1755.0,1860.0,1595.0,1695.0,-3.4
39,8096,電子通路類,擎亞,2.1,4.2,70.4,77.7,60.9,61.0,-13.4
40,5475,電子零組件類,德宏,1.9,4.2,105.0,146.0,101.0,136.5,30.0
41,6187,其他電子類,萬潤,1.8,4.1,376.0,393.0,360.0,369.0,-1.9
42,3317,半導體類,尼克森,1.1,4.1,49.95,50.6,45.85,46.65,-6.6
43,6213,電子工業,聯茂,2.1,4.0,110.0,123.5,102.0,115.0,4.5
44,6233,半導體類,旺玖,1.0,3.9,24.35,26.05,22.7,24.1,-1.0
45,3563,光電業,牧德,2.0,3.9,483.0,524.0,462.0,488.0,1.0
46,6290,電子零組件類,良維,1.6,3.7,164.0,174.0,155.0,172.0,4.9
47,8110,半導體業,華東,2.0,3.7,78.8,83.5,58.0,58.9,-25.3
48,6291,半導體類,沛亨,2.6,3.6,244.0,252.0,207.0,213.0,-12.7
49,3131,其他電子類,弘塑,1.5,3.5,1795.0,1795.0,1505.0,1545.0,-13.9
50,6770,半導體業,力積電,1.6,3.5,65.1,70.7,57.9,63.5,-2.5
