股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1409,新纖,16.85,16.21%,17495,3.44
1711,永光,39.35,49.9%,117387,3.0
1735,日勝化,31.45,70.0%,10811,4.38
1785,光洋科,99.6,74.74%,17841,1.91
1809,中釉,29.55,16.11%,25879,1.91
2347,聯強,80.0,18.52%,11623,1.71
2355,敬鵬,48.15,15.75%,38108,1.7
2485,兆赫,80.0,60.64%,160092,2.26
2486,一詮,163.0,30.4%,32248,1.81
2605,新興,41.2,17.71%,71688,2.63
3006,晶豪科,213.5,45.73%,52713,1.62
3049,精金,14.95,21.54%,51422,1.52
3189,景碩,365.5,28.47%,59260,1.53
3645,達邁,84.8,35.68%,20158,3.46
3702,大聯大,93.1,37.93%,42442,2.27
4919,新唐,90.4,21.34%,19919,1.53
4938,和碩,78.2,14.16%,17661,2.5
4960,誠美材,27.0,81.21%,18676,2.89
4977,眾達-KY,187.5,17.55%,13583,1.72
4989,榮科,75.5,11.69%,47059,1.6
5351,鈺創,84.8,73.06%,116322,2.84
6147,頎邦,71.9,40.43%,67572,5.88
6167,久正,16.4,41.38%,18876,7.67
6265,方土昶,46.9,40.21%,18639,1.51
6451,訊芯-KY,279.0,49.2%,15935,2.48
6509,聚和,46.2,16.52%,21281,5.36
8028,昇陽半導體,197.0,16.57%,29282,1.65
8064,東捷,67.2,52.9%,10659,1.83
8096,擎亞,89.1,46.07%,38477,2.8
8112,至上,94.6,45.99%,46342,1.72
