股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
2243,宏旭-KY,2026-03-18,20.7,20.5,-0.97%,5333,881,6.05
2495,普安,2026-03-18,33.3,35.95,7.96%,25692,4749,5.41
6499,益安,2026-03-18,122.5,122.5,0.0%,5676,1005,5.65
6179,亞通,2026-03-18,26.2,28.8,9.92%,16545,2958,5.59
8215,明基材,2026-03-18,25.3,23.95,-5.34%,13031,2354,5.54
3236,千如,2026-03-18,30.85,32.6,5.67%,16257,2909,5.59
3437,榮創,2026-03-18,24.5,22.5,-8.16%,20550,2694,7.63
4906,正文,2026-03-18,33.2,33.45,0.75%,52446,6960,7.53
6776,展碁國際,2026-03-18,68.6,69.8,1.75%,6230,988,6.3
6147,頎邦,2026-03-18,69.8,71.9,3.01%,67572,10593,6.38
1735,日勝化,2026-03-18,30.7,31.45,2.44%,10811,1823,5.93
6167,久正,2026-03-18,17.0,16.4,-3.53%,18876,1981,9.53
6147,頎邦,2026-03-17,61.0,71.9,17.87%,37999,7332,5.18
6167,久正,2026-03-17,15.0,16.4,9.33%,6223,1046,5.95
5443,均豪,2026-03-17,109.0,103.5,-5.05%,20779,4113,5.05
3163,波若威,2026-03-17,912.0,888.0,-2.63%,12315,2332,5.28
3033,威健,2026-03-17,32.2,34.65,7.61%,23375,4104,5.7
3031,佰鴻,2026-03-17,21.6,22.45,3.94%,6756,934,7.23
6550,北極星藥業-KY,2026-03-17,19.55,22.5,15.09%,10805,2094,5.16
8215,明基材,2026-03-16,23.9,23.95,0.21%,9789,1823,5.37
1709,和益,2026-03-16,17.2,18.3,6.4%,5025,847,5.93
6741,91APP*-KY,2026-03-16,60.5,62.2,2.81%,5996,694,8.64
6175,立敦,2026-03-16,48.8,49.3,1.02%,9601,1486,6.46
6167,久正,2026-03-16,14.3,16.4,14.69%,5153,746,6.91
8240,華宏,2026-03-16,46.15,59.6,29.14%,10087,1427,7.07
