排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,7.38,100.0,7/7,0.06,2.64,3.22,5.21
2,記憶體封裝與測試,4.16,100.0,4/4,45.7,36.27,-5.08,-18.56
3,電器電纜,2.13,90.0,9/10,24.78,22.12,-3.11,-2.9
4,造紙,1.56,85.71,6/7,1.41,3.88,0.0,0.11
5,BBU_電源供應器與整合,2.93,80.0,4/5,-21.13,-31.04,-6.9,-18.11
6,電池或電源,2.69,75.0,15/20,-3.7,-23.86,-3.42,-6.12
7,航運,1.09,66.67,10/15,3.0,24.28,2.51,12.0
8,軍工_航太製造與維修,2.5,66.67,4/6,-9.43,2.64,0.04,0.11
9,軟體設計,0.45,66.67,10/15,2.35,5.28,-0.01,0.01
10,銅,-0.72,60.0,6/10,-136.68,-113.33,32.76,57.2
11,記憶體控制IC,0.7,60.0,3/5,3.41,-10.44,0.06,-2.24
12,記憶體模組,0.5,57.14,4/7,0.65,-4.18,1.96,1.76
13,化學,0.54,50.0,10/20,4.77,37.93,3.94,25.77
14,記憶體製造,0.55,50.0,2/4,-68.75,-66.16,2.97,-151.42
15,半導體設備,-0.23,42.86,3/7,1.7,-5.74,-2.01,-9.51
16,工業自動化與機器人,0.64,42.86,3/7,4.5,1.0,-0.04,-1.43
17,機器人,0.25,42.86,6/14,-28.68,-49.63,-5.7,-16.37
18,低軌衛星,-0.72,42.86,3/7,-9.73,-40.43,0.3,6.03
19,廠務系統與水處理,0.12,42.86,3/7,-0.48,0.32,-0.23,-0.27
20,無塵室與機電工程,-1.09,40.0,2/5,-6.01,3.5,-5.04,3.4
21,CPO_先進封裝測試,-0.78,40.0,2/5,-14.77,-21.2,0.57,16.7
22,紡織,-1.16,35.0,7/20,2.35,9.75,1.53,3.83
23,鋼鐵,-0.01,33.33,5/15,1.09,-6.72,0.3,0.97
24,軍工_無人機相關,2.36,33.33,3/9,49.34,-138.36,-23.96,-19.32
25,塑膠,-2.3,27.78,5/18,-19.86,7.96,5.69,25.99
26,玻璃,-2.03,26.67,4/15,-101.54,-267.45,-14.24,-18.99
27,金融,-2.18,26.32,5/19,-19.86,7.97,5.69,25.99
28,被動元件,-3.25,21.05,4/19,-93.97,-193.6,32.57,42.82
29,網通設備組件,-1.18,20.0,4/20,5.92,-212.44,-17.24,32.97
30,PCB,-4.36,20.0,3/15,-258.72,-543.74,7.14,46.32
31,光學元件或組裝,-2.0,20.0,3/15,-8.36,-23.35,-10.19,-33.11
32,TPU_伺服器主板與印刷電路板,-4.99,20.0,1/5,-149.6,-289.35,3.19,33.76
33,IC設計,-4.34,7.69,1/13,25.69,-204.06,-42.87,-54.55
34,TPU_光通訊與連接器,-3.62,0.0,0/4,-13.67,-28.42,-6.53,-2.12
35,CPO_光通訊,-3.28,0.0,0/6,-20.99,-15.23,-4.85,-17.88
36,銀,-2.34,0.0,0/4,9.13,-23.64,3.96,-3.41
37,TPU_散熱,-3.71,0.0,0/4,-5.33,0.75,1.53,51.91
