股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,77.8,5,3467008,693,78.4,73.8,6.23%
1402,遠東新,29.1,4,5306501,1061,29.9,28.0,6.79%
2027,大成鋼,41.3,5,32313713,6462,41.9,39.55,5.94%
2105,正新,32.55,5,2573383,514,33.25,29.55,12.52%
2347,聯強,93.8,5,20711274,4142,98.3,90.9,8.14%
2352,佳世達,35.4,5,27912000,5582,35.4,31.15,13.64%
2356,英業達,67.2,5,24628764,4925,69.2,65.6,5.49%
2376,技嘉,336.5,5,5929891,1185,348.5,332.0,4.97%
2377,微星,142.5,5,29783310,5956,147.0,139.5,5.38%
2379,瑞昱,769.0,5,6396800,1279,862.0,769.0,12.09%
2382,廣達,378.0,5,10993796,2198,393.0,365.5,7.52%
2412,中華電,141.5,5,17809807,3561,143.0,141.0,1.42%
2458,義隆,179.0,5,7443711,1488,196.0,175.5,11.68%
2474,可成,196.0,5,6846319,1369,214.0,196.0,9.18%
2542,興富發,45.0,5,12931000,2586,45.0,42.1,6.89%
2610,華航,22.45,5,66906856,13381,23.7,22.3,6.28%
2618,長榮航,43.55,5,56342331,11268,45.0,43.15,4.29%
2633,台灣高鐵,26.6,5,12146000,2429,26.9,26.15,2.87%
2801,彰銀,23.5,4,130220768,26044,24.2,23.1,4.76%
2845,遠東銀,13.3,4,10026000,2005,13.4,12.85,4.28%
2886,兆豐金,46.3,5,154363090,30872,47.2,44.75,5.47%
2890,永豐金,41.0,5,129294804,25858,41.0,39.15,4.73%
2891,中信金,71.4,4,22784682,4556,72.2,69.7,3.59%
2892,第一金,33.05,5,159778865,31955,33.35,32.0,4.22%
2903,遠百,22.55,4,5354000,1070,23.45,21.55,8.82%
3023,信邦,331.0,5,5352650,1070,353.5,320.5,10.30%
3045,台灣大,117.5,5,23077662,4615,120.0,116.0,3.45%
3227,原相,235.5,5,3476592,695,250.0,229.0,9.17%
3231,緯創,158.0,5,27282868,5456,162.0,156.0,3.85%
3293,鈊象,794.0,5,4855000,971,819.0,767.0,6.78%
3702,大聯大,110.0,5,46924220,9384,113.0,105.0,7.62%
3706,神達,90.0,5,28535000,5707,94.2,87.3,7.90%
3711,日月光投控,679.0,4,3885641,777,729.0,650.0,12.15%
4904,遠傳,103.0,5,25681634,5136,107.0,102.0,4.90%
4915,致伸,68.2,5,6658683,1331,69.0,65.0,6.15%
5434,崇越,522.0,5,3954255,790,587.0,519.0,13.10%
5469,瀚宇博,88.0,5,10842000,2168,92.5,84.2,9.86%
5876,上海商銀,41.7,5,9164000,1832,42.8,41.55,3.01%
6026,福邦證,16.1,4,2690255,538,16.6,15.1,9.93%
6139,亞翔,932.0,5,2860100,572,987.0,891.0,10.77%
6191,精成科,107.0,5,14532000,2906,113.5,101.0,12.38%
6278,台表科,202.5,5,4417843,883,221.0,198.0,11.62%
8112,至上,89.5,4,13969087,2793,95.4,86.8,9.91%
8422,可寧衛,28.6,5,10413000,2082,29.8,26.5,12.45%
