股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,75.1,5,38934916,7786,76.4,73.9,3.38%
1402,遠東新,28.45,4,44244700,8848,29.3,28.2,3.90%
1513,中興電,185.0,4,15718363,3143,185.0,168.0,10.12%
2377,微星,133.5,4,3256000,651,140.5,131.0,7.25%
2382,廣達,372.0,5,6846518,1369,385.0,358.0,7.54%
2504,國產,33.0,4,9107063,1821,34.25,32.3,6.04%
2633,台灣高鐵,25.95,4,32461396,6492,26.6,25.65,3.70%
2845,遠東銀,13.0,4,36531064,7306,13.45,12.8,5.08%
2880,華南金,37.0,4,78075492,15615,39.2,36.25,8.14%
2884,玉山金,35.0,5,54434518,10886,36.6,35.0,4.57%
2886,兆豐金,44.55,5,141555931,28311,46.0,44.2,4.07%
2892,第一金,32.05,4,71133721,14226,32.8,31.7,3.47%
2912,統一超,225.0,4,2759464,551,230.0,221.0,4.07%
3231,緯創,157.5,5,25862256,5172,166.0,155.0,7.10%
4904,遠傳,107.0,4,92415836,18483,113.5,104.0,9.13%
5876,上海商銀,41.55,5,29935690,5987,43.3,41.2,5.10%
8926,台汽電,81.9,5,4083000,816,84.3,75.6,11.51%
