排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2884,玉山金,金融保險業,上市,4,8536,65988
2,2449,京元電子,半導體業,上市,3,12087,56169
3,2890,永豐金,金融保險業,上市,5,4819,54717
4,2887,台新金,金融保險業,上市,4,12268,54391
5,2892,第一金,金融保險業,上市,5,8813,52398
6,1402,遠東新,紡織纖維,上市,5,4765,45239
7,2369,菱生,半導體業,上市,4,16937,30223
8,2801,彰銀,金融保險業,上市,4,15395,24314
9,2426,鼎元,光電業,上市,4,5844,23750
10,3374,精材,半導體業,上櫃,4,13289,21899
11,2481,強茂,半導體業,上市,3,8366,19674
12,3711,日月光投控,半導體業,上市,4,1860,19165
13,2388,威盛,半導體業,上市,4,4175,18714
14,2867,三商壽,金融保險業,上市,5,4888,15976
15,3105,穩懋,半導體業,上櫃,4,2911,14452
16,8261,富鼎,半導體業,上市,5,3561,14044
17,2340,台亞,半導體業,上市,4,3660,13772
18,6257,矽格,半導體業,上市,3,2846,12185
19,6168,宏齊,光電業,上市,3,8045,11984
20,3035,智原,半導體業,上市,4,300,10872
21,3714,富采,光電業,上市,4,1166,10051
22,2441,超豐,半導體業,上市,4,618,8501
23,8054,安國,半導體業,上櫃,3,5306,8216
24,6962,ITH-KY,半導體業,上市,5,230,7801
25,2455,全新,通信網路業,上市,4,477,7235
26,3006,晶豪科,半導體業,上市,4,2254,6665
27,2316,楠梓電,電子零組件業,上市,4,2594,5650
28,3264,欣銓,半導體業,上櫃,3,2310,5280
29,2457,飛宏,電子零組件業,上市,3,204,4708
30,2897,王道銀行,金融保險業,上市,4,2138,4150
31,2352,佳世達,電腦及週邊設備業,上市,4,2147,3913
32,3016,嘉晶,半導體業,上市,3,5008,3823
33,8021,尖點,其他電子業,上市,5,509,3535
34,3048,益登,電子通路業,上市,4,405,3494
35,6179,亞通,其他業,上櫃,5,717,3377
36,4551,智伸科,汽車工業,上市,5,163,3370
37,2030,彰源,鋼鐵工業,上市,4,1022,3305
38,1785,光洋科,其他電子業,上櫃,4,1149,3295
39,2478,大毅,電子零組件業,上市,4,504,3250
40,5371,中光電,光電業,上櫃,4,1995,2839
41,1312,國喬,塑膠工業,上市,4,1903,2838
42,3257,虹冠電,半導體業,上市,4,2288,2829
43,6719,力智,半導體業,上市,3,222,2807
44,1513,中興電,電機機械,上市,4,540,2463
45,6695,芯鼎,半導體業,上市,3,318,2428
46,8476,台境*,綠能環保,上市,5,656,2365
47,4306,炎洲,塑膠工業,上市,5,77,2262
48,6226,光鼎,光電業,上市,4,1492,2137
49,4716,大立,化學工業,上櫃,5,387,2049
50,3704,合勤控,通信網路業,上市,3,1607,2000
51,6446,藥華藥,生技醫療業,上市,5,19,1960
52,2454,聯發科,半導體業,上市,3,922,1956
53,2383,台光電,電子零組件業,上市,5,17,1859
54,3591,艾笛森,光電業,上市,4,640,1840
55,3031,佰鴻,光電業,上市,3,1219,1626
56,2349,錸德,光電業,上市,4,79,1611
57,4722,國精化,化學工業,上市,5,143,1601
58,2006,東和鋼鐵,鋼鐵工業,上市,4,944,1542
59,2476,鉅祥,電子零組件業,上市,4,553,1521
60,2495,普安,電腦及週邊設備業,上市,3,635,1505
61,6538,倉和,電子零組件業,上櫃,4,907,1426
62,3014,聯陽,半導體業,上市,3,298,1319
63,6129,普誠,半導體業,上櫃,3,523,1281
64,6275,元山,電子零組件業,上櫃,3,568,1276
65,6104,創惟,半導體業,上櫃,3,167,1265
66,3372,典範,半導體業,上櫃,3,1123,1264
67,8040,九暘,半導體業,上櫃,4,805,1095
68,4147,中裕,生技醫療業,上櫃,4,843,1050
69,6472,保瑞,生技醫療業,上市,4,429,1034
70,5464,霖宏,電子零組件業,上櫃,5,545,1032
71,6715,嘉基,電子零組件業,上市,4,364,1011
72,3051,力特,光電業,上市,4,331,1010
73,3356,奇偶,光電業,上市,4,3,1000
74,3066,李洲,光電業,上櫃,4,796,999
75,3663,鑫科,其他電子業,上櫃,3,229,968
76,1722,台肥,化學工業,上市,4,63,869
77,1227,佳格,食品工業,上市,3,249,812
78,3093,港建*,其他電子業,上櫃,5,442,780
79,3588,通嘉,半導體業,上市,3,187,771
80,3630,新鉅科,光電業,上櫃,4,168,741
81,4968,立積,半導體業,上市,3,345,734
82,1460,宏遠,紡織纖維,上市,5,104,691
83,3530,晶相光,半導體業,上市,5,34,675
84,2645,長榮航太,航運業,上市,4,260,620
85,2359,所羅門,其他電子業,上市,3,575,585
86,2221,大甲,其他業,上櫃,4,35,575
87,1734,杏輝,生技醫療業,上市,5,34,529
88,1444,力麗,紡織纖維,上市,4,159,508
89,2462,良得電,電子零組件業,上市,5,211,508
90,2070,精湛,電機機械,上櫃,5,140,482
91,1342,八貫,其他業,上市,5,166,478
92,6206,飛捷,電腦及週邊設備業,上市,5,77,456
93,6526,達發,半導體業,上市,5,79,450
94,6642,富致,電子零組件業,上櫃,5,61,450
95,5236,凌陽創新,半導體業,上櫃,3,207,447
96,6419,京晨科,光電業,上櫃,3,160,438
97,3071,協禧,電腦及週邊設備業,上櫃,4,50,435
98,6101,寬魚國際,文化創意業,上櫃,5,136,411
99,5489,彩富,其他電子業,上櫃,5,112,407
100,3685,元創精密,電機機械,上櫃,4,183,404
101,6024,群益期,金融保險業,上市,4,58,394
102,2107,厚生,橡膠工業,上市,5,27,384
103,4977,眾達-KY,通信網路業,上市,3,190,380
104,5536,聖暉*,其他電子業,上櫃,3,45,380
105,6113,亞矽,電子通路業,上櫃,3,6,378
106,2405,輔信,電腦及週邊設備業,上市,3,4,376
107,3594,磐儀,電腦及週邊設備業,上櫃,5,245,369
108,3712,永崴投控,電腦及週邊設備業,上市,4,43,351
109,2816,旺旺保,金融保險業,上市,5,69,334
110,8927,北基,油電燃氣業,上櫃,5,243,331
111,2420,新巨,電子零組件業,上市,3,24,330
112,2360,致茂,其他電子業,上市,4,68,327
113,3323,加百裕,電腦及週邊設備業,上櫃,3,49,326
114,1709,和益,化學工業,上市,5,41,323
115,6756,威鋒電子,半導體業,上市,4,42,307
116,2516,新建,建材營造業,上市,5,209,301
117,6167,久正,光電業,上櫃,5,78,284
118,6121,新普,電腦及週邊設備業,上櫃,4,63,242
119,2377,微星,電腦及週邊設備業,上市,4,1926,239
120,2705,六福,觀光餐旅,上市,5,8,227
121,5904,寶雅,居家生活,上櫃,4,186,225
