股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,70.8,4,2848324,569,73.9,70.0,5.57%
2027,大成鋼,36.9,5,11673000,2334,37.7,35.7,5.60%
2324,仁寶,31.3,4,6769000,1353,32.0,29.2,9.59%
2603,長榮,210.5,4,6099403,1219,222.5,203.0,9.61%
2880,華南金,34.6,5,8929063,1785,36.8,32.55,13.06%
2881,富邦金,87.2,5,12241228,2448,93.5,83.5,11.98%
2883,凱基金,19.55,5,10112497,2022,21.35,19.2,11.20%
2884,玉山金,33.35,5,6079403,1215,35.1,32.6,7.67%
2885,元大金,44.15,4,5112416,1022,47.8,43.2,10.65%
2887,台新金,23.95,5,159181726,31836,25.4,22.9,10.92%
2890,永豐金,31.25,5,8353354,1670,33.2,30.25,9.75%
3702,大聯大,69.9,5,6384000,1276,72.0,64.8,11.11%
5880,合庫金,23.0,5,2978321,595,24.0,22.65,5.96%
6005,群益證,28.1,4,4798586,959,30.95,27.55,12.34%
