股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2426,鼎元,25.05,9.86,175.0,1339.0,0.0,0.0
5351,鈺創,55.1,7.19,1092.6,3105.63,0.0,0.0
3260,威剛,304.0,5.73,-3896.22,-2990.43,160.5,-698.65
