股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1595,川寶,2026-04-17,56.0,52.5,-6.25%,6472,1072,6.04
3388,崇越電,2026-04-17,95.0,99.3,4.53%,5524,709,7.79
8043,蜜望實,2026-04-17,95.3,96.6,1.36%,29299,5124,5.72
6603,富強鑫,2026-04-17,23.8,25.45,6.93%,6489,1160,5.59
6462,神盾,2026-04-17,121.5,122.5,0.82%,9036,1505,6.0
6173,信昌電,2026-04-17,84.3,92.2,9.37%,40774,7227,5.64
5340,建榮,2026-04-17,123.0,134.0,8.94%,41978,7834,5.36
8104,錸寶,2026-04-17,39.0,40.0,2.56%,10375,1855,5.59
2312,金寶,2026-04-17,26.0,24.55,-5.58%,85951,16903,5.08
2340,台亞,2026-04-17,34.1,32.3,-5.28%,32717,6404,5.11
2363,矽統,2026-04-17,52.3,54.4,4.02%,39440,5809,6.79
4939,亞電,2026-04-16,34.1,41.15,20.67%,14759,2803,5.26
3092,鴻碩,2026-04-16,38.65,35.3,-8.67%,8521,1346,6.33
5386,青雲,2026-04-16,411.5,352.0,-14.46%,5205,820,6.35
6126,信音,2026-04-16,33.0,33.25,0.76%,5741,1106,5.19
3714,富采,2026-04-16,71.9,77.9,8.34%,180045,35458,5.08
2363,矽統,2026-04-16,49.0,54.4,11.02%,22414,4120,5.44
6208,日揚,2026-04-16,75.0,75.0,0.0%,5605,788,7.11
3548,兆利,2026-04-15,109.5,105.0,-4.11%,5160,699,7.38
6425,易發,2026-04-15,82.6,85.9,4.0%,12835,1265,10.14
8043,蜜望實,2026-04-15,89.5,96.6,7.93%,23638,3506,6.74
6166,凌華,2026-04-15,73.0,73.8,1.1%,5035,893,5.64
6278,台表科,2026-04-15,127.0,157.0,23.62%,33365,4914,6.79
1597,直得,2026-04-15,116.5,117.5,0.86%,11545,2107,5.48
4540,全球傳動,2026-04-15,54.5,57.9,6.24%,15389,2537,6.06
4510,高鋒,2026-04-15,49.95,47.05,-5.81%,12328,2074,5.94
4939,亞電,2026-04-15,33.35,41.15,23.39%,12137,2161,5.61
